Person|Person|creationDate
738|7856|2035-12-14 21:32:12
740|424|2063-04-01 05:30:38
740|526|1978-10-30 23:05:38
741|4143|1985-01-13 13:18:23
742|9580|2031-01-19 00:41:58
743|7103|2027-12-19 12:17:52
743|7904|2045-08-28 00:39:18
744|842|1988-01-30 00:50:23
744|4504|2030-07-07 04:57:22
744|5571|2000-02-07 09:49:47
744|6930|2025-08-25 11:16:51
745|8356|1989-12-14 06:56:33
745|2085|1971-08-17 12:08:05
746|9971|1971-06-18 09:27:56
746|813|2005-02-18 15:31:51
748|2120|1977-07-10 19:06:29
748|6592|2026-01-20 07:51:34
749|4176|1979-04-22 11:07:20
751|975|2029-09-26 23:03:52
752|7269|2032-07-15 21:59:19
754|7204|1999-09-28 07:12:30
757|275|2007-07-19 14:53:55
758|2200|2036-06-18 01:32:40
758|6389|2020-03-23 19:18:54
760|2098|2060-02-22 22:58:16
761|7885|1994-03-20 23:02:25
762|6038|2022-01-05 10:38:08
762|4337|2060-06-06 11:08:05
762|5471|2037-12-19 08:55:52
762|5086|1997-04-18 22:15:37
763|1003|1976-09-13 17:33:31
765|4076|1988-01-07 20:10:02
765|1797|1989-04-03 11:25:27
766|4382|2003-03-29 02:10:11
766|676|2064-07-29 00:32:50
767|8096|1994-06-18 12:43:10
767|5837|2035-04-06 20:01:57
768|3721|2013-08-04 14:25:55
769|1431|1992-04-14 06:34:29
770|5747|2054-01-19 00:36:01
316|3259|2000-12-04 08:19:12
772|7545|2037-09-30 22:50:41
774|639|2025-04-02 22:40:58
777|104|2035-06-21 00:36:36
395|75|2007-12-22 09:01:58
778|4435|2011-09-09 21:25:57
779|1902|2006-03-01 18:20:31
779|1620|2031-08-06 18:48:30
780|1041|2001-06-13 02:32:13
780|2531|2017-02-09 03:08:56
780|7670|2001-01-04 11:44:15
780|3626|2004-10-21 19:07:18
781|3388|2020-08-28 07:50:00
781|3573|2069-06-27 08:33:37
783|2137|2043-03-18 11:20:32
783|4509|2017-04-25 20:09:30
783|1727|2032-02-26 22:14:15
787|9592|1979-09-10 12:10:03
790|7011|1970-03-31 04:14:13
218|4445|2038-02-27 07:11:38
790|7892|2018-11-30 17:12:32
791|6242|2046-06-02 21:07:46
791|3877|2013-03-19 05:14:57
792|5467|2016-04-11 15:41:29
792|6007|2059-12-28 07:30:47
794|2340|2019-08-12 13:01:08
796|2706|1987-09-16 00:58:25
797|5458|2009-09-22 16:47:45
799|1940|2060-08-16 14:49:34
799|2472|2047-03-07 14:48:15
800|2738|1993-08-01 09:26:05
801|7089|2033-11-21 20:58:55
802|179|2060-02-03 02:52:23
804|7989|1994-03-09 09:42:03
804|7174|2009-03-26 16:53:30
804|3084|2058-02-28 04:57:10
805|6532|1987-09-20 03:32:38
805|5978|2050-03-05 11:29:37
805|9277|2067-11-20 07:33:43
806|8435|1974-05-12 09:23:23
807|4019|2045-01-23 19:25:25
24|3642|1983-04-18 07:54:32
807|4151|1992-12-10 23:44:03
807|8390|2009-04-27 23:20:02
808|3789|2051-04-08 01:34:09
809|6897|2014-03-09 11:52:29
809|6755|2036-04-11 11:46:40
810|8129|2027-01-18 05:32:12
810|653|2002-02-03 05:52:18
784|9383|1983-01-06 10:52:12
811|8536|2034-07-06 04:04:44
811|5928|1982-06-21 02:48:04
76|1194|2052-01-10 02:30:08
811|5180|2012-02-01 03:57:40
815|5556|2058-05-24 15:55:40
817|3359|1999-10-17 16:49:36
817|9834|1973-04-26 13:14:48
818|2160|1993-12-15 01:04:17
821|1479|2027-06-03 13:46:33
823|2780|2010-11-10 12:12:33
824|7371|2007-11-13 08:31:33
824|151|1985-04-13 04:23:14
825|8697|2011-04-14 02:10:16
826|7827|2052-03-12 19:53:33
826|7408|1976-02-28 02:32:23
827|421|2018-06-23 19:39:34
828|7898|2013-10-21 09:17:33
829|9015|1970-08-26 04:31:12
830|5935|2053-04-02 01:41:28
830|8532|2019-04-19 23:53:14
830|7668|2041-12-01 03:46:55
832|6208|2069-03-30 08:59:02
833|3362|2037-09-08 22:50:02
833|7574|2043-06-13 18:16:45
833|3879|2030-04-17 01:34:04
833|3045|2000-08-03 10:06:28
835|9594|2066-01-31 17:20:27
835|1636|2008-09-03 22:11:32
835|9760|1983-11-14 00:54:04
838|2667|2057-02-22 08:11:07
839|5229|2054-10-23 19:11:26
840|580|2062-10-10 12:38:49
842|4370|2051-10-21 22:00:02
88|6793|2049-09-10 18:14:20
844|9926|2043-03-30 02:43:27
846|861|2058-03-21 01:55:10
846|9537|2001-01-07 03:22:15
846|7913|2002-11-26 21:48:07
846|6945|2048-09-15 09:37:46
847|9702|1986-06-06 01:04:06
848|6889|2050-03-21 01:39:52
848|5375|2051-03-22 21:19:54
90|9966|2056-03-03 09:00:38
848|8294|1990-06-08 02:04:01
852|3640|2053-05-08 12:40:54
853|7656|2049-06-26 17:10:03
853|3527|2060-07-31 08:08:33
853|181|2069-12-06 02:28:22
855|8398|2021-01-03 20:00:04
855|8235|2000-11-23 13:10:02
856|6025|2005-09-22 16:11:41
856|2645|1982-07-18 14:53:42
857|4767|2068-04-26 13:14:49
858|972|1990-08-27 04:47:20
859|8179|2054-04-16 12:49:00
861|8000|2055-09-28 04:39:18
861|4150|2067-11-29 23:51:39
862|6305|2049-11-01 05:35:40
867|3288|1995-06-23 06:19:17
869|7628|2020-03-22 06:49:56
872|7221|2035-12-04 18:08:17
872|6828|1987-02-19 08:54:17
875|7340|2017-08-06 10:35:07
875|7492|2023-08-19 03:59:13
875|8940|2048-04-25 13:59:10
876|5996|1982-03-20 19:39:18
877|1749|1980-01-11 00:40:26
878|9447|2032-07-13 09:32:10
879|4123|2039-06-30 23:11:18
881|4712|2031-12-01 14:38:10
882|5587|2042-07-13 00:58:59
883|8078|2067-11-11 11:54:01
884|6411|2053-03-10 09:38:44
884|9033|2067-07-17 17:05:20
886|8297|2024-06-18 08:15:54
887|7206|2000-08-17 01:00:38
887|5898|2050-06-16 18:58:31
893|963|1998-04-28 18:50:07
894|5402|2018-03-07 06:27:03
166|1613|2048-11-26 18:27:18
897|5331|2052-05-07 11:17:34
898|2072|1991-07-07 20:09:47
899|7366|2064-02-13 17:03:14
899|3809|2033-02-12 06:50:05
899|1450|2021-08-19 00:11:54
898|5093|2056-02-25 16:24:38
900|6489|2046-07-26 07:31:48
900|8432|2048-02-09 09:40:57
901|3204|2029-04-13 11:31:40
902|4486|2020-09-13 11:32:18
902|6184|1998-07-21 02:51:42
902|844|1970-01-31 02:10:00
903|4747|1992-09-13 04:41:20
903|818|2053-02-21 00:16:36
903|7661|2012-01-27 11:11:27
903|8308|2004-09-22 16:48:08
904|2485|2021-07-01 19:04:26
904|1189|2030-10-02 12:26:23
904|428|2009-05-09 08:09:00
905|417|2064-12-23 23:49:59
905|2518|2059-01-08 09:03:54
905|9920|1980-12-11 16:44:34
906|6477|2058-02-24 01:19:30
265|9934|2060-08-31 03:43:20
908|5737|1994-02-11 06:01:12
911|3092|1977-11-05 23:22:02
916|1370|2027-03-23 10:17:49
916|8054|2013-04-12 05:37:01
917|4292|2026-10-27 12:00:45
918|3714|1989-10-10 12:50:04
918|7923|2008-05-12 14:20:26
919|9596|2056-10-25 10:55:00
919|7782|1988-07-22 07:25:06
920|1866|1971-07-30 23:28:42
921|1126|1988-10-18 22:43:12
923|7690|2036-02-03 14:17:33
925|3271|1978-03-20 04:34:17
926|209|2068-09-07 10:58:33
927|9992|2037-02-26 16:58:25
928|6357|1995-05-08 17:03:46
930|399|2027-01-23 04:11:24
933|145|2030-04-24 11:24:26
933|4389|1984-09-18 12:47:19
934|499|2062-03-26 12:34:25
935|8552|2010-06-01 18:42:17
935|3149|1970-03-21 05:40:01
938|8616|1982-09-02 00:34:57
938|5891|1994-04-14 05:35:29
944|6946|1999-09-23 04:02:22
945|2116|1976-05-01 19:53:35
945|8780|2042-08-24 17:46:50
946|7297|1979-06-28 13:36:29
947|283|1979-01-01 13:42:29
948|2321|2053-12-06 04:00:49
948|4169|2002-11-18 18:22:16
949|3828|1975-07-03 08:29:45
949|9917|2016-02-03 12:23:34
950|3960|1972-08-23 21:52:22
950|6479|2061-08-11 06:02:20
951|4085|2062-01-12 02:38:18
540|7003|2048-03-04 05:56:09
951|8666|1978-06-08 04:06:06
540|2985|2009-09-14 18:03:24
953|6445|2053-01-11 23:33:27
954|3779|2058-06-01 04:10:27
955|8030|2026-01-07 11:35:07
956|5256|2024-06-07 22:33:29
958|1510|1992-01-21 17:49:52
959|3|1979-10-26 14:59:24
962|7598|2064-06-12 03:58:15
515|5577|2019-12-11 17:47:06
963|9677|1985-12-07 01:07:41
963|6032|2050-10-16 05:27:53
966|3313|2068-08-17 20:10:14
967|7351|2031-05-16 01:09:08
971|4274|1970-07-24 20:09:27
972|4000|1979-07-27 18:23:55
974|164|1992-12-06 22:02:31
975|3536|1994-01-15 08:06:00
976|1499|2029-03-02 01:40:03
977|4114|2054-09-20 13:48:54
977|4779|1971-12-03 06:15:38
977|2358|1982-12-15 19:30:04
978|702|2025-05-31 13:39:54
980|4866|2008-11-01 22:42:16
980|8102|2044-09-26 07:11:54
981|7556|1981-03-08 00:24:26
981|3713|2057-03-12 15:21:42
982|2955|1991-05-01 18:51:10
983|8984|2002-05-30 07:02:45
984|4214|1973-11-29 15:54:23
984|9398|2018-11-05 07:59:16
985|3932|2053-06-14 13:27:31
807|2401|2063-01-21 09:11:49
985|2238|2026-10-28 12:07:41
986|3347|2006-03-03 00:51:31
986|4892|2060-07-31 09:23:39
987|6862|1983-06-05 11:28:31
987|3394|2063-04-28 19:32:08
989|8819|2037-06-08 11:18:28
772|236|2043-08-07 10:28:02
989|1043|2059-09-22 20:31:37
992|8014|2022-02-20 09:41:34
992|440|1975-06-20 05:20:35
992|5436|1970-02-05 01:41:34
993|3825|1985-07-18 17:25:22
993|3118|2025-07-04 08:18:38
995|5874|2021-07-04 03:18:13
996|7973|2067-07-21 05:20:37
999|4148|2010-11-03 03:07:01
1001|7514|2040-03-02 04:57:45
1001|7336|1994-10-16 13:33:12
1001|2539|1978-03-25 19:03:52
546|7952|2011-11-11 18:18:22
1002|4617|2007-01-30 02:00:15
431|3645|2052-07-01 12:44:08
1002|4276|1989-08-02 06:01:41
1004|5216|2036-09-29 15:54:06
338|7646|2026-03-08 06:01:56
1004|8691|2035-01-12 21:22:57
1005|1524|1985-05-31 05:21:12
1005|3802|2024-09-18 04:23:43
1006|6844|1984-05-24 13:42:36
1009|7264|2058-06-19 19:22:24
1012|3445|2061-03-23 08:31:12
1013|619|2062-12-03 03:47:43
1015|4034|2034-03-28 06:11:43
1015|3794|2041-07-04 20:48:10
1016|9808|2002-04-11 11:29:24
1017|2587|2007-12-31 07:42:29
1021|2050|1988-07-02 02:03:21
1021|9247|1983-12-16 18:09:08
1022|9911|2020-04-26 21:26:52
1022|2196|2004-02-21 13:15:44
1023|1642|1995-10-16 01:42:40
1023|944|2061-06-27 19:59:14
1023|1100|1985-06-23 23:01:15
1024|9130|2041-10-08 10:43:15
1025|9155|2064-01-26 22:05:28
1025|5439|2023-02-02 00:44:13
1026|1463|2051-11-28 03:13:27
1029|2450|1979-12-24 15:12:44
1031|5544|2000-03-24 20:26:03
1032|8992|2008-11-01 12:32:35
1034|6602|1995-01-06 03:10:01
1034|5782|1987-07-16 20:18:29
1035|1943|2014-05-27 13:24:02
1036|4998|1992-03-19 02:48:03
1037|8170|2060-12-17 22:55:21
1037|6834|2010-02-02 12:32:45
1038|6216|1982-04-25 06:36:43
1039|7641|1983-08-04 16:53:11
1041|5191|2055-08-14 03:36:39
1042|1006|2063-12-18 23:35:39
1042|1147|2067-11-17 20:20:34
1042|3169|1974-12-12 09:59:21
1042|354|1972-12-05 22:05:33
1042|8743|2017-08-17 15:02:36
1042|4792|2029-09-11 06:58:43
1043|2277|1980-10-25 07:00:27
1043|4760|1972-02-18 09:02:00
1044|497|1984-07-02 09:22:49
1045|3911|2019-09-29 11:28:16
1045|67|2041-11-28 04:27:58
953|4973|2051-01-10 07:26:25
1047|2749|2059-03-09 01:34:15
1048|5783|1988-09-02 20:23:24
1049|2222|1996-10-20 12:22:29
1049|598|2023-04-22 23:55:28
1050|7305|2037-05-22 18:04:40
1051|3908|2005-02-15 12:14:27
1051|8001|2026-05-22 22:19:40
660|9761|2061-01-27 06:05:39
1051|1167|2048-12-18 19:34:17
1052|4531|2062-01-17 07:42:22
1052|9088|2013-09-29 10:02:10
1054|3928|2025-06-14 00:58:03
796|9584|1981-02-22 06:15:02
1055|5174|2051-06-27 05:44:56
1055|1895|2011-01-17 23:12:23
1056|3295|2018-04-13 15:36:38
1056|1098|2032-11-07 13:37:57
97|730|2051-07-09 14:06:57
1057|7|1989-10-06 18:19:29
1057|6296|2045-11-27 01:11:47
1059|4060|1984-07-29 12:47:51
1059|5026|1995-07-16 14:51:30
1059|1023|2054-01-13 22:49:15
1060|8717|1970-08-17 11:51:25
233|3103|2016-04-14 08:27:35
1063|1318|2049-08-16 03:09:45
1063|6014|2025-10-22 05:55:29
1064|4124|2001-01-21 19:56:22
1064|2173|2062-03-17 09:06:53
1064|2697|2061-06-06 19:58:56
1065|5936|2010-09-07 13:38:11
1065|8311|2059-12-25 20:45:49
1066|3646|2022-06-12 01:14:07
1068|7006|2032-07-01 10:22:12
1069|1766|2005-12-08 11:18:23
1069|6742|1974-08-05 08:00:57
1070|5464|2037-06-22 22:51:54
1070|5537|1991-04-14 02:23:00
1071|7253|1998-01-09 19:15:05
1071|5572|1991-08-12 21:26:44
1071|5917|2036-03-04 13:58:07
1071|7254|2002-07-25 20:10:30
1073|607|1989-01-17 03:11:17
1073|2642|1991-10-20 20:26:25
1074|3537|2020-12-13 09:14:25
1077|8646|2034-08-09 22:49:06
1079|3367|1999-10-07 07:40:37
1082|8943|2046-01-17 07:04:51
1083|1193|2049-09-22 03:53:32
1083|9366|1981-04-29 15:46:10
1083|2418|1995-08-27 05:41:41
1084|9493|1999-03-18 01:52:53
1085|5131|2021-05-27 17:10:30
1086|7385|2060-11-25 16:48:58
1088|725|2057-07-15 23:12:48
1089|8735|2009-06-11 18:35:51
1089|2467|2040-11-30 17:35:24
1090|618|1995-02-06 16:00:26
1090|7866|1999-07-22 07:03:41
1091|6382|1992-04-04 22:37:42
1092|9988|1975-07-27 00:14:07
1092|2488|1973-11-24 08:08:11
1092|4899|2043-10-11 04:10:50
1093|3716|1981-06-12 20:03:15
1093|2933|2011-09-28 15:13:11
1097|1924|2029-03-04 01:46:46
1098|3826|1991-12-27 08:56:30
1100|3451|2031-11-06 01:27:56
1100|9484|1997-11-18 13:53:14
764|1809|2023-01-14 11:46:45
1100|6167|1990-04-28 04:51:34
1101|4246|1985-05-01 17:21:01
1102|8864|2029-01-27 17:31:55
1105|8048|2059-02-08 15:01:32
1105|8828|1982-05-24 15:31:31
1105|7137|2028-06-15 07:35:13
1106|5696|2039-11-26 02:21:54
676|5653|1984-11-25 01:06:35
1108|3031|2069-09-24 12:06:17
1109|1324|2059-08-23 14:28:10
1109|1483|1994-07-24 05:55:44
1110|2024|1971-04-19 06:08:22
1110|5213|2000-04-21 17:47:39
1112|1139|2067-02-03 22:49:45
1113|8966|2025-06-27 03:56:35
1115|9782|2043-10-18 01:39:01
1118|7580|2067-10-01 02:11:30
1118|9073|1977-12-26 10:47:54
1119|5143|2033-02-02 21:33:23
1119|1172|2044-07-31 00:54:14
1120|6626|2018-05-15 20:20:19
1120|4401|2015-07-09 23:15:04
1121|6318|1983-05-21 13:07:28
1122|9072|2016-01-10 21:10:20
1122|7520|2052-05-27 17:57:26
1124|9216|2069-05-17 11:13:53
1125|2188|2017-06-01 08:11:07
1126|1610|2058-08-12 00:57:05
1127|2658|1987-07-04 08:37:29
1127|7191|2046-11-13 11:57:56
1128|3822|2032-06-14 05:39:11
1128|899|1983-05-15 09:59:07
1128|6861|2047-12-14 03:09:33
1129|3656|1971-01-19 07:08:21
1131|546|1989-10-08 14:56:16
1133|983|2027-08-13 14:31:05
1135|9478|2026-05-31 04:40:25
1135|8279|1983-09-25 02:27:35
1139|6397|1982-01-13 16:18:43
1139|27|2047-08-03 21:41:40
1140|2384|2043-02-15 02:26:41
1143|1907|2046-06-22 15:40:51
1144|2617|2061-06-29 17:09:53
1144|5083|2014-03-14 07:45:33
1144|821|1997-12-11 14:34:00
177|9942|2024-06-15 14:23:37
1144|8243|2018-05-28 15:58:02
1144|401|2033-04-17 03:36:51
1146|9473|2067-07-29 02:02:35
1147|1583|1986-12-01 23:52:02
1148|4740|2014-02-11 13:37:56
1148|5708|2019-12-01 12:53:59
1148|3786|2069-05-17 12:13:05
1151|8578|2000-08-05 00:58:09
1154|9372|2030-09-10 20:15:38
1154|1030|2060-08-03 21:19:35
1155|435|2004-03-20 17:10:44
1155|3416|2004-04-06 02:19:48
1156|9122|1999-06-17 16:20:25
1156|1067|2033-11-03 10:42:16
1156|2171|1995-02-22 10:12:56
1156|1802|2054-02-12 16:54:07
1157|9170|1970-05-05 20:27:51
1158|5141|1984-05-20 13:22:47
1159|348|1970-08-28 04:36:05
1159|5808|2037-01-17 16:36:09
1159|9553|2014-08-09 14:55:18
1159|1539|2063-04-26 02:20:02
1159|5307|2048-10-11 00:21:50
1160|9524|2034-04-12 19:48:43
1161|7707|2046-10-28 08:46:06
1161|9412|2069-10-10 16:17:20
544|9373|1990-12-08 11:27:40
1161|3853|2009-08-08 13:46:27
1162|4519|1993-01-05 02:55:28
1162|8095|2051-11-07 09:45:57
1163|4597|2063-04-22 15:41:35
1164|1157|2005-06-17 11:00:07
1164|9331|2027-09-10 10:18:58
1167|9506|2002-09-25 15:43:45
1167|3319|1970-12-26 21:06:53
1169|3926|1972-09-03 18:08:04
1170|8933|2035-08-24 22:03:49
1170|7388|2027-06-16 13:08:40
1172|5705|2016-10-28 15:10:42
1173|5527|1985-11-09 14:08:01
1174|746|1976-01-24 16:57:06
1177|4595|2026-06-25 12:15:49
1177|6577|2022-10-09 19:17:53
744|7083|2060-04-30 09:26:56
1178|461|2016-08-26 17:02:23
1178|1603|1974-03-24 19:33:49
1178|8655|2016-11-19 02:26:29
1179|9440|2041-04-15 13:16:21
1180|4420|2034-07-04 08:41:15
1180|9013|2016-12-21 14:42:37
1180|4675|2043-12-12 23:40:53
1182|5321|1977-01-24 13:25:09
1183|3980|1973-06-20 19:21:10
1184|8278|2065-02-19 11:48:45
1185|9304|1984-02-15 10:34:18
1185|7466|2002-07-06 16:08:47
1186|9187|2051-06-02 06:00:09
1186|5071|2060-10-02 11:13:58
1186|9329|2021-05-11 04:07:20
1190|914|2059-03-25 15:19:49
1192|6727|2057-11-26 10:38:36
1192|2574|2047-11-03 05:43:17
1192|9975|2064-10-02 05:34:28
1193|8568|2019-12-15 04:16:50
1193|313|2013-01-08 02:39:31
1194|6221|2046-07-09 11:13:19
1194|1340|2066-02-21 00:25:40
1194|8362|2066-07-01 00:48:11
1195|636|2034-07-29 05:24:35
1197|6375|2033-11-13 02:32:06
1197|8659|1983-06-02 14:37:09
957|9945|1994-09-27 07:54:42
1198|9650|2007-12-07 06:30:52
1200|4139|2005-05-31 09:27:47
1201|4606|2067-05-16 23:55:58
1201|4956|2013-05-17 21:34:31
1202|1251|1992-06-20 21:25:28
1202|7010|1993-03-05 07:02:44
1202|4886|2046-12-15 09:12:05
1203|9909|1985-04-08 17:57:21
1205|5916|2052-08-19 20:45:53
1205|566|1978-08-02 12:43:44
1207|8671|2024-11-03 18:02:58
1208|8428|2034-11-01 07:52:02
1208|1633|2042-09-30 20:10:15
1208|735|2011-08-11 04:20:07
1209|776|1978-02-01 09:52:56
1210|8494|2002-12-25 15:35:44
1211|1781|2067-12-12 15:48:36
1211|862|2069-07-25 10:12:04
232|5207|2029-11-22 17:40:13
1212|3311|2027-01-24 15:23:34
1213|9007|2058-08-29 05:33:21
1213|9647|2013-06-17 15:20:38
527|1289|2055-10-17 15:31:39
1214|8875|1971-02-17 07:59:24
1214|2652|1980-10-21 11:26:27
1215|7825|1980-12-14 15:58:36
1215|5003|1972-02-12 00:55:13
1215|6722|1987-12-21 03:25:40
1216|9575|1994-08-20 04:36:10
1046|1953|1976-04-22 04:40:50
1217|9666|1985-05-16 23:20:21
1217|8352|1975-09-13 18:01:48
1220|9000|1987-11-29 05:10:36
1222|2325|1979-02-20 02:13:21
1222|7333|1993-01-03 18:53:12
1223|5593|1979-10-26 02:30:06
1223|5496|2019-06-13 08:06:55
1225|9009|2020-01-19 09:21:10
1225|966|2032-10-21 21:11:57
1226|3569|2066-04-18 07:18:35
204|5239|2066-06-18 14:33:13
1226|1015|1995-12-02 12:12:24
1227|2842|2011-11-05 21:30:10
1227|5566|2023-06-02 09:27:34
1229|8909|2066-03-20 20:11:42
1229|6386|1997-11-02 12:38:08
1230|2798|2034-03-24 09:41:34
1231|1316|1988-12-11 05:11:53
1231|2517|2001-06-18 20:34:06
1232|1760|2032-09-23 00:41:47
1232|2242|2054-02-04 12:21:56
1232|8590|2003-08-14 15:00:23
1233|380|1994-12-27 19:03:02
919|9857|2021-03-02 12:06:55
1234|2398|2041-08-25 08:31:22
1234|9349|2060-11-18 09:50:22
1235|7751|2027-08-27 19:07:16
1235|8916|2054-04-15 05:52:10
1237|8709|2064-01-02 07:59:58
1238|5520|2002-07-06 13:10:33
1238|1415|2005-04-12 06:53:47
1241|2874|2000-04-28 08:50:05
433|3615|2050-07-24 21:30:32
1241|4226|1976-12-29 03:16:33
1242|9964|2052-02-09 04:20:26
1242|5492|1983-09-11 09:39:03
1243|6106|2029-04-22 08:56:05
1243|3060|2011-11-19 08:27:14
1246|5980|2018-12-23 12:43:32
1246|4871|1991-09-18 00:23:33
1247|6262|2046-12-29 07:10:05
1247|5634|2031-03-18 01:29:05
1248|5226|2012-12-10 22:07:21
1248|1914|2005-07-24 10:53:32
1248|3173|1994-10-08 13:23:25
1249|3868|2054-07-12 14:30:09
1249|6295|2040-07-20 09:48:22
1250|2986|1977-08-31 06:47:30
1250|325|2038-06-30 18:56:54
1251|5337|1997-09-30 00:33:46
1251|8092|2006-09-23 13:04:15
1251|240|2001-02-16 19:34:38
1252|3976|1982-09-11 15:49:56
1252|932|1979-02-05 01:57:35
1252|3850|1977-04-13 11:40:28
1254|336|2042-02-01 02:46:38
1254|7234|2007-05-30 10:48:42
1255|7804|2069-11-23 23:34:31
1255|992|2011-08-22 14:00:11
62|1679|2056-12-04 06:12:43
1258|8686|2033-07-13 04:56:50
1258|8391|2055-06-25 16:21:21
169|6415|1982-12-13 19:59:57
1259|153|1971-12-03 10:24:57
1260|5305|2034-09-12 21:52:15
1261|351|1991-04-01 18:14:29
14|9653|2059-03-04 06:42:52
1263|3390|2043-02-12 09:44:30
1264|1452|2059-12-09 10:33:56
1266|889|2054-12-12 23:31:25
1266|8826|2014-09-23 11:28:56
217|5257|1985-02-20 10:28:15
1267|4491|1974-08-01 04:24:54
1267|4607|1993-03-10 10:58:04
1269|6987|1991-05-31 04:05:29
1270|7165|1990-11-16 22:40:35
1270|116|2065-09-24 07:42:31
1272|692|2018-03-16 12:46:01
1275|9951|2021-11-11 16:41:02
1275|3440|1989-04-08 11:01:17
1275|2145|2033-04-29 05:14:51
1276|6687|1984-10-07 10:30:04
1277|2197|2002-10-06 08:21:48
1277|7587|2043-12-01 23:23:25
1282|3528|2026-04-17 12:24:32
1282|886|2013-04-10 23:47:32
1283|3176|1986-04-13 17:48:02
1284|549|2030-04-21 04:34:18
629|2891|2069-07-23 05:17:16
1286|3516|2033-08-11 17:29:36
1287|6887|2020-04-13 01:17:31
1288|1497|2047-04-26 17:40:27
1289|2389|1986-11-14 13:24:04
1290|470|2019-12-14 16:19:48
1292|6506|1991-06-13 02:50:17
1294|2299|2058-07-25 05:57:54
1294|540|1991-09-16 07:39:03
1295|7316|2015-12-31 06:13:23
1297|2408|2009-03-15 00:13:34
1165|5846|2005-05-22 11:35:06
1297|1560|1979-10-19 04:12:59
1298|6135|2017-07-22 16:08:16
1299|4576|1994-03-29 17:31:59
1301|8043|2024-05-27 21:18:24
1301|7640|2026-12-03 03:22:33
1303|6230|2000-09-28 03:30:17
1304|6268|2026-08-10 01:59:54
1304|79|1976-05-18 19:00:31
1305|9851|1984-03-13 08:37:48
1307|8084|1973-12-13 05:42:56
1240|3266|2007-10-17 00:46:22
1308|9278|2011-12-31 12:36:05
1308|7044|2032-09-15 23:45:32
1308|721|2011-11-13 05:24:36
1309|8065|2065-02-27 00:04:34
1312|6196|2031-05-24 23:31:17
190|559|1985-09-03 12:03:44
1313|5947|2030-03-04 10:01:25
1315|1336|2054-07-28 14:57:51
1316|6168|2066-06-05 22:48:04
1316|1403|2065-05-20 11:13:04
1277|6794|2057-02-01 02:11:39
1318|9638|1992-03-11 22:25:53
1319|7287|1999-05-22 00:39:08
1319|1815|2047-01-19 08:14:43
1320|7368|2010-03-05 23:35:57
1321|5377|2030-04-02 11:42:37
1322|1526|2056-12-14 10:03:36
455|3052|1999-11-08 22:51:07
1322|3798|2037-07-31 15:19:49
1322|3520|2063-02-02 04:31:30
1325|9415|2058-04-02 04:57:58
1329|6259|2039-08-16 01:08:22
1329|1418|2026-03-14 08:51:10
1329|139|2032-05-01 20:03:21
1330|2622|1980-06-27 01:42:57
1331|4594|1986-06-05 17:04:44
1331|9716|2068-06-05 02:05:46
97|498|2006-10-22 09:08:55
1331|4469|1995-11-25 08:19:08
1331|5166|2042-06-18 21:19:08
1332|4726|1974-06-23 07:25:25
1332|6963|1974-07-04 16:35:30
1333|7697|2006-02-04 11:23:12
1335|681|1976-12-21 00:33:07
1335|7725|2065-02-05 00:49:02
1336|3225|2020-12-30 06:19:02
772|2533|2066-06-22 18:12:13
1338|6310|2016-06-25 15:57:38
1338|4671|1991-05-16 16:35:10
1338|2649|2062-02-14 15:50:40
1339|4648|1987-07-07 22:06:54
1341|4192|1993-12-22 04:20:58
1342|16|1970-09-13 12:28:48
949|2765|1994-11-26 08:36:36
1342|3177|2051-10-18 07:43:50
997|3145|2037-10-11 07:25:42
1342|6456|1988-05-26 15:58:24
1343|6277|2059-11-28 04:39:35
885|3830|2014-05-07 07:10:30
1344|8192|2063-07-30 18:15:10
1345|8687|2024-06-02 13:32:24
438|418|2052-09-10 15:16:54
1346|5959|2016-02-15 16:06:38
1347|2163|1971-11-20 14:11:17
1349|2266|2023-08-04 19:32:55
1351|9116|1993-02-16 07:33:19
1351|1665|2025-04-05 03:12:07
1351|6204|2019-08-09 06:36:16
1353|5907|1996-06-14 11:04:48
1353|2361|2021-03-25 09:41:44
1354|3477|2068-11-20 18:33:46
1355|3717|1983-06-20 08:58:22
190|8818|1983-06-27 05:26:38
1355|517|2034-12-07 03:52:50
1357|8158|1999-10-18 04:55:01
1357|5354|2003-02-18 04:53:49
1358|925|2064-09-20 17:46:27
1359|2241|2041-07-06 05:54:58
1359|5844|1989-02-17 17:53:51
1361|5600|2040-03-20 17:46:26
1362|2623|2054-12-18 08:14:05
1362|7223|1978-05-24 00:45:17
1362|2388|2022-06-29 11:02:45
1363|4493|1995-01-02 19:34:08
1363|4271|2049-02-04 13:58:48
1363|5069|1980-01-09 14:57:40
1365|2563|2066-12-08 02:54:38
1369|8838|2058-11-15 01:17:02
1369|9612|2054-12-26 00:04:38
1370|1347|1979-08-30 07:46:00
980|5168|2016-02-16 09:39:57
1370|2937|1972-06-19 14:06:07
1371|7166|2007-11-26 04:48:03
1371|5225|1995-11-07 06:45:21
1372|306|1978-03-11 04:39:45
1372|6029|2002-08-25 07:02:09
1372|6662|2051-06-17 04:25:32
1373|8450|2029-12-31 11:07:03
1373|5286|2012-07-01 01:09:10
1373|7720|1995-10-09 00:22:55
1374|961|1988-03-22 19:37:21
1375|5210|1988-12-25 12:12:22
1375|9431|2035-08-14 12:31:34
