Person|Company|workFrom
1636|4|1994
1637|10|1964
1638|14|1967
1638|2|1983
1638|9|2007
1639|14|1979
1641|10|1965
1641|13|1994
1642|6|1981
1642|8|1991
1642|1|1999
1644|9|1999
1644|10|1968
1645|14|2006
1645|11|1976
1646|9|1978
1646|1|1987
1647|2|1999
1560|11|2000
1649|14|1992
1649|4|2004
1653|10|1967
1654|0|2004
1656|4|2000
1658|10|1965
1476|6|1973
1658|6|2001
1659|14|2004
217|9|1992
1659|2|1967
1660|7|1973
1660|13|1996
1660|3|1992
1660|2|1976
1661|12|1970
1662|9|1978
1663|13|1971
1663|12|2004
1664|12|1996
1665|10|1974
1665|11|1973
1665|6|2001
1666|14|1965
1667|10|1995
1668|13|2001
1669|2|1976
1669|4|1979
1669|0|1997
1669|6|1990
1471|9|1960
1671|6|1980
1452|2|1999
1672|11|1960
1673|14|2005
31|9|1962
1675|12|1971
1676|12|1975
1676|0|1999
1677|1|1995
1677|13|2004
1679|2|1990
1680|12|2003
1680|3|1985
1681|5|1987
1681|9|1966
1682|2|2003
1683|5|1971
1683|7|1960
1683|6|1964
1683|11|1968
1683|2|1997
1468|8|1979
1684|5|1992
1685|6|1984
1686|12|1971
1689|14|2004
1690|7|1982
1691|0|1975
1692|1|1972
1692|0|1976
1693|7|2004
1694|2|1969
1695|12|1975
1696|6|1994
1697|7|1970
1698|1|1975
1699|6|1975
1700|11|1998
1700|1|1984
1700|14|1999
1701|6|1966
1701|2|1993
1702|6|1971
1702|5|1979
1702|3|1960
1704|9|1969
1704|14|2007
1706|12|2006
1708|7|2000
1708|6|1999
1709|8|1995
1709|14|2001
1709|12|1962
314|5|1993
1711|13|1969
1711|6|1987
1712|8|1978
779|6|1970
1712|13|1994
1715|14|2007
1716|1|1975
1718|13|1999
1718|0|1986
1719|6|1963
1719|7|1968
1721|10|1999
1721|14|1980
1721|2|1990
1721|6|2004
1723|3|1999
1723|5|2004
1724|9|1968
1724|1|1983
1725|3|1979
1726|1|1962
1727|8|1995
1732|5|1964
1733|1|1985
826|12|1990
1734|9|1966
1735|12|1967
1736|14|1975
1738|11|1976
1739|13|1982
1740|3|1987
1740|7|1979
1741|3|1987
1741|4|2002
1741|0|1999
1741|2|1973
1742|7|2002
1743|10|1989
1746|0|1976
1747|8|1974
1748|1|1976
1749|10|1978
1749|8|1969
1749|0|2004
1751|0|1971
1751|14|1989
1751|7|1971
1751|1|1994
1753|5|1971
1753|2|1980
1755|6|1991
1755|8|2006
1756|13|1974
1756|12|2000
1757|0|1960
1757|13|2006
1759|8|1998
1759|10|2006
1761|14|1996
1763|8|1960
1765|5|1960
1765|7|1961
1766|1|1968
1766|6|1992
1767|0|2001
1768|10|1987
1769|10|1964
1632|14|1998
1771|14|1977
1771|4|1981
1772|13|1980
1773|11|1969
1774|0|1981
1774|3|1992
1775|1|1984
1776|1|1992
1776|7|1974
1776|9|2001
1776|11|1968
329|2|1960
1777|8|1960
1777|5|1991
1777|9|1976
1779|1|1981
1779|4|1996
1779|3|1976
1779|9|1991
1781|5|1965
1782|6|2006
1782|8|1978
1784|0|1993
1784|8|1964
1784|5|1960
1631|9|1979
1785|10|2005
1787|10|1982
1788|6|1962
1789|7|1997
1789|8|1976
957|1|1968
1288|7|1970
1789|0|2005
1790|10|1993
1790|7|1990
105|8|1988
1790|2|1969
1790|9|1980
1791|12|1967
1793|5|1977
1796|11|2002
1796|6|1988
1798|0|1962
1799|4|1974
1799|14|1989
1800|11|1982
1800|12|1992
1800|13|1973
1802|5|1963
1802|6|1966
1803|14|2001
1805|7|2007
1806|9|1969
1806|2|1962
1807|13|1988
1807|10|1962
1808|0|1968
1809|2|1970
1809|7|2005
1810|6|1960
1810|5|1993
1814|4|1976
1815|13|1991
1816|4|2006
580|8|1975
1816|13|1964
687|1|1987
1346|8|2007
1816|7|1991
1468|5|1983
1818|10|1992
1820|7|1984
1820|3|1993
1822|10|2002
1822|13|1981
1823|12|1961
1057|6|1971
1825|10|1973
1825|6|1976
1825|2|1973
1825|1|1979
1827|2|1968
1828|10|1967
1828|12|1964
464|13|1968
1829|9|2007
1829|3|2003
1830|11|1962
1832|3|1986
1832|5|1972
1832|11|1975
1836|1|1975
1836|8|1986
1836|11|1961
1838|6|1996
1547|9|1968
1838|8|1969
1839|3|1969
1842|12|1979
1843|2|2001
1843|8|1973
1843|11|1979
1843|1|1984
1843|10|1974
1844|10|1988
1845|5|1960
1846|13|1994
1846|10|2006
1846|7|1965
1847|11|1985
1848|11|1985
1849|0|1972
1825|12|2002
1851|3|1984
1852|6|2000
1852|14|2001
1852|3|1961
1465|4|2002
1853|8|1983
1854|11|1977
1854|1|1981
755|10|1973
1855|7|1987
1856|13|2007
1857|5|1974
1857|10|1968
1858|9|1991
1859|0|1999
1859|14|1979
501|0|1985
1541|12|1996
1860|7|1980
1860|2|2007
1861|14|1971
1862|1|1983
1863|11|1991
1865|14|1963
1868|8|1978
1869|4|1968
1870|3|1981
1870|13|1965
1871|13|1971
1871|2|1971
1871|4|1961
1871|3|1988
1872|9|1979
1873|11|1993
1876|13|1990
1877|13|1997
1877|14|1970
1877|11|1974
948|12|1984
1878|14|1993
1878|5|1979
1880|4|2004
1882|9|2001
1883|4|1973
1884|7|1985
1884|3|1979
1884|13|1995
1885|4|1983
1885|7|2007
1886|0|1977
1886|5|1983
1887|14|1985
1889|10|1960
1891|2|1961
1892|7|2000
1893|6|1975
1556|12|1961
1894|9|1987
1895|12|2002
1896|12|2004
1896|14|1975
1896|3|1992
1896|13|1999
1897|8|1986
1897|6|2001
1898|4|1974
1899|9|1973
1901|7|1981
1902|5|1965
1902|14|1991
1903|8|1983
1903|11|2002
1903|4|1980
1904|1|1964
466|5|1973
1905|7|1996
1905|13|1976
1906|14|1989
1906|10|1999
1906|2|1989
1907|5|2007
1908|14|1979
1909|10|1973
1909|14|2003
1910|9|1963
1910|3|2006
1911|0|1975
1911|4|1982
1912|14|1974
1912|8|1984
1912|5|1980
1914|3|1962
1915|8|1970
1133|5|1985
1916|3|1999
309|8|1985
1916|8|1991
1917|2|1991
1917|11|1977
1918|14|1967
1919|8|1979
1920|13|1971
1921|1|1987
1921|14|1997
1925|14|1982
1926|12|2003
651|0|2000
896|11|1979
1926|4|1999
1927|6|1964
1927|4|1978
1929|2|1961
1930|3|1961
1932|3|1983
1932|9|1977
1933|14|1973
407|8|1974
1934|3|1986
1934|8|1996
1934|9|1982
1934|11|1990
1934|12|2001
1934|1|1989
1935|14|1993
1936|8|1974
1936|11|1960
280|2|1983
1936|14|1985
1936|9|1966
1938|5|2001
1102|12|2004
1940|1|1982
1940|12|1978
831|13|2002
1940|3|1988
265|11|1968
1941|12|1993
1941|9|2002
838|9|1994
1945|8|1976
1947|9|1987
1947|5|2002
1947|10|2001
1948|10|1971
1949|10|1973
1949|14|1983
1949|13|1995
1950|9|1967
1950|13|2000
1951|12|1995
1951|4|1979
184|6|1998
1954|9|1978
1954|4|1987
1954|3|1993
1956|13|1989
1956|4|2000
1957|3|1983
1958|5|1961
1958|11|1992
1958|6|1986
1958|8|1964
1960|13|1971
1961|2|1972
1961|9|1971
1962|7|1997
1140|6|1978
1373|6|1990
1963|9|1968
1965|12|2003
1968|4|1983
1968|9|1960
1042|7|2000
1969|12|1996
1969|11|1984
1971|8|1975
1971|2|1961
1973|2|1983
1973|5|1974
1974|5|1992
1976|5|1977
1976|9|1960
1978|7|1975
1981|7|1996
1981|12|1970
1981|4|1992
1982|0|1987
1984|13|1993
1984|2|1984
954|1|1976
1444|5|1994
1984|5|1991
1987|5|2003
1989|14|1965
1373|2|2006
1990|12|1989
1992|1|1970
1994|14|1964
1995|9|1998
1996|14|1975
1996|4|1984
1997|9|1968
1997|4|1990
1999|7|1985
2000|8|2005
2000|5|1995
2000|10|1974
2000|3|1998
2001|5|1982
2002|4|1986
2002|7|1988
2002|3|1997
2002|10|2007
2003|8|1967
2003|9|1975
2003|0|1995
454|3|1989
2004|9|1972
2005|10|1965
2007|10|1979
2008|13|1995
2009|7|1964
2010|6|1979
1036|1|1979
2010|13|1973
2012|1|1976
2013|3|1975
2015|9|2004
2016|11|2002
2016|7|1981
2016|1|1978
2016|3|1969
2018|3|1973
2018|10|2000
2020|13|1988
2020|4|1981
1524|2|1986
2020|6|1961
2020|12|1962
2022|14|1978
2022|13|1963
2025|12|1996
2025|0|1982
2025|8|2001
2025|5|1982
2026|13|1968
2027|10|1994
2027|8|1966
2027|14|1994
2027|0|2006
2029|14|1985
2030|6|1965
2030|0|1993
2030|11|1975
1010|2|1987
2031|5|1969
2031|4|1988
2031|8|1971
2031|0|1974
2031|12|1982
2033|0|1989
2034|6|1995
2035|9|1962
490|10|1988
2035|7|1979
2037|13|2001
139|1|1967
2037|12|1989
2038|13|1993
2038|3|1967
2039|5|1971
2042|0|1991
2042|5|2001
2042|2|1971
2042|10|1965
2043|12|1965
2043|3|1999
2044|3|2000
2045|6|1974
2045|7|1968
2046|5|1962
2047|7|1972
2047|14|1993
2048|7|1967
2049|3|1978
2049|8|2005
2050|1|1975
2050|3|1967
2051|4|1975
2051|1|2004
2052|8|1985
2052|6|1978
2053|12|1967
2053|8|1993
2054|1|1971
2055|1|2000
2055|6|1986
1774|2|1961
2056|1|2007
610|9|1995
1707|10|1970
2056|5|1964
48|9|1999
2056|9|1973
2062|9|1992
2062|2|1966
565|6|1994
2062|8|1990
2062|1|1971
2065|4|1969
2065|14|1960
2066|3|1977
244|11|1972
2067|3|1995
2067|4|1971
661|5|1961
2068|1|1989
2069|4|1990
2069|5|2005
2069|8|1965
2069|1|2004
2072|7|1998
515|1|1976
2073|7|2000
2075|4|1996
2076|5|1975
2076|3|1998
1994|3|1994
2076|14|1990
2077|8|1966
2077|7|1971
2077|6|1983
2080|5|1985
2080|1|1971
2082|14|1991
2084|4|2007
2085|11|1984
2085|9|2001
2086|11|1968
2086|1|1999
2086|0|2004
2086|4|1998
2086|10|1982
1562|12|1967
2087|8|1965
33|9|1977
2088|10|1971
2089|4|1998
2089|12|1984
1216|4|1990
2090|9|1989
2090|13|1960
2090|8|1992
2091|9|1982
2092|6|1997
2092|13|2006
2092|1|1982
2092|12|1996
2093|9|2003
77|1|1992
2093|5|1989
2093|8|1993
2094|7|1961
2096|4|1986
2099|2|1993
2101|3|1977
2102|3|1971
2104|3|1984
1763|2|2005
2104|12|2007
2105|6|1989
1922|14|1962
2105|7|1993
2108|5|1963
2108|9|1989
2108|14|1976
2108|0|1968
2109|0|1982
2110|10|1989
2110|0|2001
2112|10|1977
2113|10|1984
2113|3|1980
2114|1|1973
2115|14|1962
2115|11|1988
2116|12|2004
2117|3|1976
2118|2|1985
2119|4|1965
2121|13|2001
2121|2|1992
2121|11|1972
2122|13|1972
2123|4|1973
2126|9|1987
2127|14|1993
2127|2|2002
2127|3|1970
2129|4|1991
2130|6|1973
2131|7|1998
1321|10|1983
2131|2|1987
2131|8|1985
2132|7|1970
2132|3|2002
2133|10|2002
2133|4|1978
2133|9|1970
2134|13|1988
1233|6|1960
2135|9|1973
2135|8|1995
2135|5|1975
2136|2|1969
2143|14|1993
1115|11|1998
2006|11|1986
2144|14|1986
2144|2|1964
2145|11|1989
2145|2|1971
2145|4|1964
2014|2|1988
2147|6|2002
2148|5|1970
2148|12|1973
2149|0|1991
2149|3|1991
2149|13|1970
2150|7|1971
114|6|1988
2150|0|1984
2151|13|1963
2151|11|1997
2151|7|2004
2152|5|1967
2153|6|1999
2153|1|1984
2154|12|1980
2156|2|1994
2156|8|1962
2157|0|1976
2159|3|1976
2159|1|1961
2159|5|1977
2159|13|1987
2160|5|1991
2161|13|1968
2162|4|1978
2163|2|1989
2165|12|1960
1436|8|1977
2165|13|1961
2169|1|1992
2170|6|1997
2171|3|1972
2172|3|1969
2172|14|1975
2172|9|1994
2172|2|1994
2173|13|1988
2173|10|1993
2174|2|1983
2174|12|1983
2175|1|1966
2175|9|1990
2175|14|1968
2175|11|1979
2176|1|1977
2177|9|1983
2177|14|1993
2177|4|1994
2178|7|1993
2178|10|1990
2179|3|1988
2179|8|1990
2180|4|1997
2180|2|1964
2182|8|2004
2182|9|2000
2182|14|1963
2184|5|1979
2185|5|1977
2185|8|1991
2186|8|2002
2186|5|1961
2186|12|2005
2187|5|1995
921|13|1988
2187|7|1993
2187|11|1971
2188|13|1988
2189|2|2003
2191|1|2007
2191|8|1983
2191|0|1968
2192|12|1992
743|13|1997
2193|14|1963
2195|12|1981
2196|3|1982
2197|8|1963
2197|12|1964
2198|12|1979
2198|9|1979
2199|1|1981
116|8|1996
2199|3|1966
2199|14|1974
2200|0|2006
1417|10|1984
1688|8|1963
2200|1|1984
2201|13|1970
2201|3|1971
2202|2|1977
2202|8|1985
2203|1|2002
1393|14|2005
2204|6|1962
870|4|1969
2205|3|1962
2205|2|1996
2206|9|2003
2206|8|1976
2209|12|1971
2209|14|1968
2211|1|1991
2213|2|1984
2214|6|2003
2215|3|1977
72|0|1999
2216|1|1997
2217|2|1991
2218|1|1967
2222|1|1976
775|11|2007
2223|9|1985
2225|1|1979
2225|14|1964
1189|3|2001
2226|3|2001
2226|0|1964
2226|9|1964
2228|7|1970
2229|9|1965
2230|12|1965
2230|13|1993
2231|0|1986
2231|4|1981
2233|5|1977
2233|7|1984
2235|5|1999
2235|2|1961
2238|13|1973
2239|12|1978
2239|0|1961
2239|3|1985
2240|9|1975
2241|5|1975
1636|5|1973
2241|0|2007
1881|8|1991
2242|8|1990
2242|11|1974
1887|11|1971
2242|1|1979
2242|14|1991
2245|11|1976
2245|0|1997
2246|4|1971
2246|1|1960
2247|7|1968
2249|4|1972
2249|14|1964
2249|11|1999
418|13|1989
2250|0|2005
728|5|2006
2251|1|2006
2251|3|1994
2252|3|1968
2254|7|1970
1871|14|1963
2256|8|1988
2256|0|1993
2257|1|1997
2257|8|1967
2257|9|1986
2258|3|1997
2260|12|1972
2260|14|1971
2260|9|1995
2260|1|1974
1455|12|1983
2261|0|1965
2261|3|1976
2262|4|1965
2263|2|2003
2264|6|1971
2264|12|1985
2264|2|1988
2265|11|1990
192|5|1998
1391|14|1961
2266|7|1992
2267|14|2001
2267|9|1994
2267|8|2002
1586|14|1968
2270|7|2005
2019|13|1968
2270|6|1962
807|12|1991
2270|8|1961
2271|7|2001
2272|2|1986
2272|3|1964
2273|5|1977
1755|11|1981
2274|0|1997
1872|5|2004
2275|14|1960
2276|9|2007
2278|11|2001
2279|3|2007
2279|10|1960
2280|9|2001
2281|5|2004
2282|7|1963
2282|2|1989
2282|8|2007
2283|5|2001
2284|3|1990
2284|7|1988
2284|8|1966
2285|0|1995
2285|6|1960
2285|12|1992
252|6|1968
2285|7|1965
2286|5|1967
2286|9|1989
2287|13|1968
2289|11|1992
2289|0|1962
2172|12|1998
2289|5|1961
2290|5|1985
2290|7|2003
2290|6|1975
2291|5|1973
2291|11|1962
2292|1|1995
2292|7|1965
1590|6|2006
2292|11|2001
1825|11|1986
2292|10|1981
2293|2|1999
2293|10|1979
2294|14|1991
2297|1|1981
1303|8|1993
2297|7|1983
2297|6|1975
2298|13|1996
2299|2|1977
2301|6|1997
1904|9|1981
2303|6|1967
2305|2|1971
2307|7|1992
566|8|1997
2307|13|1974
2308|0|1979
2308|7|1981
2309|10|1963
635|6|1990
2309|1|1960
2310|13|1974
2310|1|2003
2313|2|1966
2314|0|1995
2315|1|1968
2316|6|1993
2317|7|1996
2319|14|1977
2319|1|1979
2320|0|2001
2320|11|1966
2321|7|1962
2322|1|1966
2322|2|1972
2323|12|1977
1170|3|1968
2324|5|2005
2324|7|1974
2324|0|1982
2325|10|1978
2325|3|1985
2325|2|1976
2326|13|1964
297|0|1991
1513|12|2007
1922|3|1963
2327|0|1978
2327|8|1999
2327|10|1968
2328|12|1982
175|6|1996
2328|3|1982
2329|1|1960
1509|3|1964
2330|3|1984
2330|2|1982
2330|8|1976
2330|9|1985
2330|0|1986
2331|7|1977
2331|5|1992
2333|9|2001
2335|1|1973
2335|9|1991
2335|10|1999
1941|3|1975
2338|14|1962
2338|10|1996
2338|5|1980
2339|2|1988
2339|5|2006
2341|14|2004
2342|9|1988
2343|10|2005
1849|1|1970
2343|7|1960
1377|12|1990
2344|10|2004
2248|9|1979
2345|4|2004
2346|9|1965
2347|3|1979
2347|5|2007
1513|3|1972
2348|1|1991
2350|7|1990
2351|0|2000
2094|4|1970
2351|2|1971
2352|11|1998
2352|1|1970
2353|4|2005
2353|2|1992
2356|13|1991
1171|0|1971
2357|11|1973
2358|12|2007
2358|5|1994
465|10|1984
2359|0|2002
2359|14|1994
2360|9|1976
2361|5|1987
2362|5|1986
2362|2|1991
2363|14|1975
46|9|1970
2365|1|1994
2366|12|1986
2367|6|1983
2368|14|1983
2368|10|1983
2369|4|1980
2370|12|1996
2370|8|1968
2372|10|1978
2373|5|1972
2374|13|1967
2375|7|1983
6219|9|1984
6184|3|1966
6220|10|1985
8121|2|1996
3136|1|2007
6221|13|1980
6224|1|1977
694|11|2004
1148|12|1995
4887|12|1999
6229|2|1965
2851|9|1976
1028|0|2005
6699|0|1972
3016|10|1962
6233|1|2000
6235|13|1961
6235|2|2007
9796|4|1991
6235|8|1983
6237|14|2003
6238|3|1996
8885|7|1990
3957|14|1971
6239|6|1968
8746|6|1968
5476|4|1979
2447|9|1971
633|10|1989
7507|10|2006
2818|9|1960
6248|1|1965
6249|5|2001
9233|7|2005
6249|7|1984
2527|2|1994
6250|12|2006
9103|4|2003
8131|0|1985
6251|1|1967
6251|2|1988
443|5|1968
6251|4|1978
4450|14|2007
6253|13|1991
6253|10|1991
8967|14|1996
5977|9|1961
6255|6|1978
6256|7|1999
6257|2|1970
2076|4|1994
4427|11|2002
6260|13|1972
5462|9|1965
6264|12|1972
7431|4|2002
723|8|1984
2402|1|1979
6264|14|1998
6266|13|1967
883|3|1960
4823|0|1970
4608|14|1971
6268|9|1971
9362|4|1978
6271|2|1966
8488|13|1999
6272|2|1972
6276|9|2006
4110|7|1999
3434|4|1968
6278|9|1985
9774|11|1965
8868|14|1972
6281|3|1967
1035|14|1990
3451|2|1983
8817|12|1967
6283|1|1993
2698|13|1993
6286|9|1985
7464|5|1971
5798|10|1992
2955|7|1992
6288|13|1973
4148|7|1984
6294|5|1964
6301|7|1965
6303|4|2001
2992|0|1982
6304|6|2000
8581|7|1982
2608|9|2006
6314|0|1977
6314|6|1975
6371|3|1980
5560|12|1967
4657|1|2007
6314|3|1970
4001|14|1965
4103|5|1988
6315|11|2005
6315|5|1965
1674|14|2005
3869|7|1985
6316|4|1990
4704|1|2005
2204|0|1986
6318|5|1969
9586|12|1967
6321|9|1961
7250|11|1969
4940|5|1975
1340|12|2001
7416|2|1976
6324|9|1998
4212|14|1983
6325|11|1969
3696|9|2005
6330|11|1995
4287|12|1975
6333|1|2005
6336|6|1988
9033|12|1997
7758|8|1994
4997|5|1969
3310|14|1973
6340|2|1980
6341|6|1971
6062|11|1999
6343|5|1971
382|3|1977
6344|11|1977
6344|0|1975
4169|2|1994
6345|3|1992
2688|14|1995
6347|1|2007
3518|3|1992
6349|12|1980
6351|1|1969
8978|14|2007
1477|13|1974
4622|1|2005
6351|10|1968
6352|13|2005
6355|10|2002
9552|14|1989
6356|2|1992
6356|12|2003
6365|7|1992
9158|8|1966
6367|13|1997
8568|0|2005
6368|14|1997
7014|12|2000
2077|11|1965
4773|1|1998
2560|4|1996
6369|8|1974
7932|13|1973
6374|2|1982
9651|1|2000
1077|12|1974
3312|10|1963
6374|8|1968
2944|1|1996
6377|13|1996
6557|8|2006
6378|8|1962
3489|7|1965
6378|5|1971
6383|13|1964
8913|1|1965
3912|14|1988
9576|9|1995
6386|3|1970
9452|10|1963
8629|11|1981
7835|5|1987
6389|2|1986
6777|1|2004
1039|14|1961
6840|10|2003
7934|4|1984
2998|0|1976
1866|1|1999
6391|3|1992
6393|3|1987
5976|11|1983
6394|11|2002
6399|2|1991
6400|13|1982
161|9|1965
6401|8|1970
6415|5|1995
1620|11|1979
6401|9|2005
8841|12|1990
6404|10|1981
9147|8|1964
574|8|2002
659|5|1960
7030|10|1995
6407|7|1996
7215|9|1973
7897|14|2004
9027|8|2000
8338|9|2003
3436|7|1992
6410|9|1970
664|11|1994
7494|0|1974
6412|11|1984
2337|5|1978
6412|1|1986
3014|0|1996
6417|5|1984
3071|4|1975
6417|9|1978
633|13|1977
8752|1|1988
7130|6|1996
2586|4|1976
8040|3|2000
4705|11|1961
6418|9|1969
8576|8|1977
4645|8|1962
6423|13|1981
6423|4|1982
2208|0|1979
6424|9|1984
6425|6|1960
1759|2|2001
5477|12|1994
5854|3|1988
6429|1|2003
6430|9|1967
7194|2|2003
2577|10|1991
6432|13|1969
5071|7|2005
9606|13|1985
6435|11|1974
2811|9|1977
7427|8|2001
9534|6|1985
6436|0|1966
185|6|1971
2770|9|1994
6267|1|1984
1533|0|1967
8964|2|1982
2165|3|1971
6442|10|1981
6313|2|1996
6446|3|1988
6448|10|1995
6450|3|1990
3897|8|1975
6450|1|1972
3360|0|1967
1693|3|1984
7691|3|1961
3448|10|1999
6451|13|2000
7466|5|2006
1861|2|1977
6453|14|1961
6454|8|1967
9988|14|1977
6457|4|1996
312|1|2004
6458|6|1966
723|10|1973
1246|11|1961
2843|3|1987
6581|14|1983
9167|7|2002
3634|13|1971
246|10|1965
6459|1|1971
3959|5|2000
6461|6|1991
4094|2|1966
6462|0|1960
6464|14|2003
6466|3|1999
6671|8|2006
8105|8|2005
6466|2|1972
8529|13|1966
6468|6|1982
7596|3|1990
4552|0|1995
6471|5|1981
121|8|1992
3970|9|1999
6476|2|1969
6477|3|1998
808|10|2004
6481|6|2003
821|5|1980
1163|6|1980
6483|9|1968
4489|4|1979
6265|14|1969
6483|3|2001
6476|12|1993
3154|10|1981
6331|13|1973
6485|2|1980
1180|14|1976
4915|14|1978
1526|0|1963
6486|2|1984
4556|9|1974
6490|11|1975
6365|13|1992
6492|8|2000
9559|14|1985
8845|7|1993
1572|12|1994
1984|1|1981
9040|13|1992
2379|7|1996
8085|6|2006
8416|4|1966
6495|3|2006
9109|3|1977
6495|4|1983
6495|14|1974
6496|0|1997
7748|1|1974
3482|5|1962
6842|0|1989
4566|10|1970
1549|7|1999
6503|6|1991
7644|9|1986
6325|1|1984
6510|13|2002
6403|12|1981
4985|11|1990
6511|7|1969
4014|10|1960
6512|7|1967
5632|0|1986
3262|7|1998
6516|12|1964
6517|3|1971
9228|10|1992
6521|6|1996
3124|6|1989
6139|7|1972
3755|12|1963
2295|11|1960
3825|10|1983
6524|12|1965
534|6|1965
6524|1|2007
9333|9|1968
6525|14|1984
3296|8|1962
6526|7|1971
1761|7|1963
6526|8|1994
65|1|1973
6528|8|1964
4860|8|1996
1669|10|2006
6529|14|1997
5110|0|1966
8852|6|1962
7284|14|1968
6513|4|1973
6536|14|1993
5279|10|1983
6537|8|1977
5702|0|1962
1816|10|1972
7156|2|1974
2887|11|1960
6546|0|1985
6571|7|1998
6546|1|1997
1741|12|1983
5776|2|1989
6549|3|1971
6552|11|1960
373|5|2003
6552|9|1964
5819|8|1978
6553|9|1989
6559|11|1976
5527|14|1984
6262|9|1989
4075|14|1990
5305|3|1971
2145|8|1998
6563|6|1994
8191|11|1968
6563|12|2006
7576|6|1965
6564|12|1960
6508|11|1970
345|5|1961
8918|0|1993
6450|6|2005
6565|9|2001
6566|3|2000
1749|7|2005
5529|8|1979
6568|13|1978
6569|11|1990
6570|1|1980
6571|8|1984
1522|11|1991
7684|0|1965
334|5|1993
2158|4|2003
6554|11|1990
2792|2|1989
6572|7|1962
3928|7|1975
6576|4|1986
6579|7|1986
7889|5|1962
6584|0|1963
3793|11|1986
6584|6|2004
6585|13|1981
4285|9|1981
6586|12|1966
3308|12|1962
2894|12|1986
6590|8|1996
9565|4|1962
2566|0|1989
7367|8|1965
1417|5|1989
6590|2|2000
5197|1|1963
6591|10|1969
9854|6|2002
6591|11|1964
6591|9|1980
193|8|1996
9265|11|1979
1935|0|2001
8840|9|1971
5682|11|1983
3953|3|1974
2976|10|2005
6273|8|2004
6593|9|1989
6595|0|1988
5599|14|2004
6597|14|1991
5358|13|1980
6602|6|1973
9133|13|1969
9069|6|1994
1616|7|1966
2592|0|1995
6603|12|1971
1729|9|1988
9282|9|2002
5961|14|2007
3822|8|1978
6608|1|1978
4252|11|1972
6610|10|1998
6612|12|1976
6612|11|2004
6139|2|1981
6616|4|2005
2517|0|1990
2439|8|2007
6616|0|1971
3604|6|1996
6617|10|1984
1902|2|2001
6617|12|1978
8533|9|2004
6619|1|1964
568|5|1977
5427|8|1971
4963|9|2007
6607|14|1967
7471|4|1960
6624|5|1970
6624|4|1991
6627|0|1967
4478|9|1976
2109|7|1982
6263|13|1985
8977|7|1993
3864|1|1966
6632|1|1993
6632|7|1966
6632|0|1979
5692|4|1994
6634|14|1980
5775|1|1969
1711|4|1990
6843|14|1977
3368|1|1996
1174|9|1992
6635|8|1985
6636|12|1989
6638|9|1978
3828|11|1986
6606|12|2001
3742|3|1972
6642|11|1986
6298|10|2003
9823|0|1993
6643|1|2004
9210|6|1990
4912|3|1991
6643|3|1992
5472|10|1975
6645|0|1976
6412|13|2006
7340|2|1988
6647|11|1989
4548|4|1990
5240|13|1982
2133|2|1991
6530|14|1960
6651|14|1972
4944|0|1982
1496|4|1982
6652|5|1986
2263|9|1998
6660|3|2004
6664|6|1988
1064|7|1977
6358|9|1995
5823|3|1979
6665|4|1994
6666|7|2001
6666|0|1991
8517|13|1979
6666|6|1989
1562|13|1987
6668|1|1987
8697|1|1975
6668|10|1986
1255|12|1982
8404|2|1993
6253|7|1960
6674|9|1988
6354|4|1992
9476|5|1997
6678|11|1991
6678|0|1980
6682|14|1969
1638|13|1980
3958|5|1972
6684|10|1993
7435|14|1983
4969|6|1980
6461|14|1971
8537|6|2000
9534|3|1980
6687|12|1970
6690|4|1991
6639|6|1981
7951|8|1968
1487|1|2002
8067|5|1977
5886|6|1968
6687|11|1978
6689|2|1998
2377|0|1969
6691|1|1983
6691|12|1971
6693|2|1995
986|5|1969
6695|13|1996
6197|9|1962
5878|3|1972
6455|6|1960
6695|4|1985
5521|7|1975
6696|2|1963
2005|7|1977
6697|11|2004
6697|10|1998
8010|3|1985
6697|8|1974
7288|14|1967
4016|12|2007
2522|4|1964
6698|4|1976
8850|13|1982
4633|4|1964
6698|7|1990
6701|14|1993
3967|6|1986
768|0|1996
6353|5|1972
8165|9|2002
6366|10|1996
1511|2|1990
5527|1|1975
6702|0|1985
654|14|1972
909|12|1960
6704|13|2006
6699|11|1975
6708|1|1987
6709|4|1976
6710|13|1962
3706|9|1984
3269|8|1964
9418|3|1991
6714|1|1990
6711|7|1992
6715|7|1967
6715|8|1979
7743|3|2004
6715|13|1983
6716|5|1996
6717|1|1999
6718|6|1967
761|12|1980
4675|0|1998
6718|12|1979
6719|2|1999
1658|11|1997
6433|10|1986
1619|0|1996
6721|0|1969
5296|12|1970
6726|0|1983
2067|1|1994
6726|11|1969
2349|12|1997
6727|7|1995
6727|13|1961
4022|13|1996
6728|2|1979
4482|11|1969
6728|13|1965
6729|8|1999
6380|2|2001
3224|14|1982
6732|9|2000
6298|2|2006
6791|3|1966
910|5|1975
9017|2|1973
179|1|1972
3248|10|1963
6740|13|1977
9735|11|1965
6741|5|1971
7674|6|2000
6723|10|1994
6886|13|1971
8711|11|1974
5110|9|1987
6746|4|1975
6746|10|2000
8164|12|1975
6426|4|1966
9499|3|1978
8338|14|1985
1297|14|1964
6245|10|1975
3051|8|1975
6750|5|1991
1235|7|2007
9209|13|1998
6450|2|1988
5895|5|1968
6752|10|1973
2743|4|2003
6753|3|1975
6283|13|1985
1354|0|1967
6753|0|1999
5885|8|1969
6754|3|2002
6759|9|1982
8898|3|1991
6759|13|1961
