Person|Post|creationDate
743|85637|1984-01-22 16:03:52
744|24490|2005-03-24 15:49:17
745|48501|1991-09-18 00:49:01
330|58555|2003-05-17 03:32:13
746|31894|1994-03-30 12:53:43
747|82136|1973-04-15 06:10:45
748|18388|1961-04-30 06:41:35
749|57503|1966-03-31 22:15:19
750|80882|2007-02-27 06:20:57
751|62066|1996-08-12 22:24:04
751|85399|1997-06-01 00:15:20
752|47200|1984-03-26 13:39:16
753|52712|1994-02-14 10:59:24
753|82267|2005-05-09 07:13:29
754|68501|1986-05-26 22:25:04
756|74737|1993-11-10 19:21:50
757|21400|1992-10-10 15:37:58
757|93564|1995-12-02 00:37:13
758|175|1972-07-28 09:11:32
758|26471|1996-07-04 09:19:52
761|16913|2002-09-28 21:25:35
762|72841|1966-02-27 11:32:39
234|32854|1984-02-12 16:39:23
763|83561|1982-07-23 18:04:44
765|8552|1990-07-15 12:28:46
766|28320|1981-10-25 03:23:41
766|3252|1989-02-07 17:35:50
767|22858|1970-02-22 23:07:52
767|56570|2004-11-24 17:33:31
767|8961|1997-03-23 10:31:02
768|20984|1975-06-09 10:52:24
768|14054|1997-03-06 09:10:02
768|20492|2005-08-04 23:52:10
75|7500|1973-02-16 20:37:09
769|12786|1986-03-30 04:33:51
769|16039|1977-03-07 23:23:28
769|31229|1965-04-16 14:10:45
770|91397|1985-02-17 06:51:56
770|58210|1989-06-22 11:53:00
770|19268|1970-12-30 02:59:03
771|99346|2005-06-22 10:13:52
772|73745|2002-10-09 17:30:28
773|5284|1976-07-10 17:08:12
433|84047|1979-03-30 05:23:29
773|20513|2008-03-23 06:01:56
775|1738|1994-06-04 20:02:39
775|60469|2006-06-07 18:55:38
777|23390|1997-05-28 01:54:40
777|18593|2006-11-01 08:32:04
778|53097|1970-08-13 05:13:21
778|74334|1988-11-30 01:32:12
485|55275|1999-10-22 07:23:42
507|56651|2004-01-11 05:42:02
778|22581|1960-03-24 03:13:18
779|26717|1963-01-06 23:12:31
779|17131|1978-04-22 09:36:33
781|72546|1966-01-18 23:44:27
782|37129|2002-01-23 03:12:24
784|71937|1962-05-15 07:44:48
786|2242|1978-07-24 05:49:39
787|29651|2007-08-03 08:24:03
787|64847|1984-03-10 01:23:02
788|75753|1969-11-05 09:32:18
788|32091|2001-09-12 18:35:33
789|84141|2002-07-27 07:56:25
789|2248|2004-06-06 17:40:48
789|72428|2004-10-20 02:49:08
790|30163|1963-12-25 11:14:19
791|71708|1963-06-03 12:56:54
797|70988|1996-04-02 18:39:01
798|56138|1984-04-22 11:27:09
798|83796|1968-03-08 08:12:52
798|65317|1980-08-23 20:19:04
798|73677|1960-08-29 13:13:48
799|51733|1965-01-14 19:47:02
801|50730|1978-11-24 07:16:32
802|45775|1972-02-16 18:27:32
806|85704|2002-08-15 02:11:42
807|47587|1962-05-21 07:38:47
809|16445|1998-01-20 08:02:15
810|13744|1969-05-20 11:35:14
810|53216|1992-01-17 17:04:11
813|27279|1980-08-08 00:57:16
813|63558|1986-02-09 11:05:58
335|25|1982-02-13 03:50:14
814|23087|2006-12-14 23:27:58
814|24436|1977-02-02 00:53:17
815|20829|1980-04-12 20:07:41
817|65695|1997-04-14 00:24:26
819|43147|1964-04-14 05:02:59
820|65326|1979-11-07 13:45:50
821|18130|1993-06-24 15:42:23
821|93235|1971-12-16 01:49:53
821|36686|1961-11-07 11:31:16
821|74559|2001-09-17 06:22:00
822|54410|2008-04-10 06:49:28
823|69161|1962-01-12 09:31:05
824|54649|1990-04-05 03:39:34
824|76505|1997-10-15 13:25:05
824|10809|1997-09-08 19:58:23
825|44753|1995-02-23 02:02:57
825|46974|1976-12-18 04:07:16
826|45908|1974-08-03 08:41:48
827|3530|1997-11-17 20:46:14
828|76896|1985-03-29 13:53:27
567|75911|1985-10-01 23:46:30
828|96231|2003-11-28 23:21:13
828|76624|1984-11-25 19:30:57
828|58209|1999-10-16 15:11:45
829|28882|1976-11-04 23:02:30
830|2026|1995-11-12 20:11:55
832|53339|1981-04-20 20:28:28
9|26217|1985-02-09 10:54:08
832|55406|1962-01-26 09:05:32
833|96872|1984-09-22 22:57:25
833|67914|1962-07-28 17:30:12
833|32025|1990-05-02 05:15:24
834|68214|1961-03-28 01:54:11
835|92750|1981-03-15 11:08:23
840|14312|1983-07-11 21:05:45
840|31715|1995-01-25 04:53:08
841|70322|2002-07-19 07:32:29
842|65161|1962-01-02 09:50:29
842|40531|1991-12-18 06:47:21
843|19206|1983-11-14 18:09:42
843|18730|1977-03-11 15:22:59
844|12297|1983-01-03 15:32:08
845|65056|1987-12-12 02:16:16
845|69832|1964-11-10 08:04:31
846|48304|1998-07-14 01:01:57
752|5015|1997-10-23 22:53:52
847|89397|1977-02-08 01:05:02
848|17720|2008-10-27 10:24:15
848|28728|1979-06-24 06:24:45
851|96700|2001-03-27 12:34:25
851|35323|1972-12-28 16:52:37
825|10072|2005-10-17 04:23:21
851|42489|1996-02-06 10:22:35
852|21920|1979-01-11 07:22:48
852|6194|1970-02-19 17:27:09
853|36920|1964-07-16 11:31:58
854|22399|1987-07-15 03:04:37
855|61453|1961-04-18 01:47:37
855|85638|1985-01-09 23:15:41
856|98055|1962-06-01 16:27:17
856|70878|1990-11-13 13:15:13
856|33151|1981-06-28 01:18:51
858|6020|1976-01-05 08:40:27
859|39076|1983-07-31 00:34:17
862|65653|1991-10-16 11:43:06
864|97450|2006-05-09 11:40:56
867|90416|1982-03-15 22:25:15
869|42981|1994-05-28 05:24:06
872|23980|1970-04-02 16:20:18
384|96005|1981-07-06 14:16:31
877|90531|1994-07-23 02:55:02
877|78695|1994-08-06 10:32:55
878|87649|1984-11-27 10:17:36
879|28409|1982-01-16 17:36:25
879|93697|1978-02-23 08:13:59
880|929|1964-03-06 06:11:27
881|74925|1998-10-24 13:45:18
882|92089|2004-02-04 17:58:41
883|48456|1974-10-12 05:04:54
883|25033|1982-12-07 13:41:35
885|3039|1999-12-31 22:00:19
886|81814|2005-08-05 00:45:31
887|84999|2007-08-24 00:40:26
888|86558|1960-10-05 00:12:01
888|73900|2006-01-07 12:57:47
889|25335|1990-01-06 10:39:56
889|99849|1960-09-02 14:00:03
889|10876|1965-01-19 00:17:48
890|58033|1974-03-22 18:06:22
891|83449|1981-11-18 17:46:25
894|58863|2000-10-26 12:27:21
895|53030|1992-12-05 22:34:12
899|30362|1978-12-23 18:13:28
899|63980|1975-07-02 22:59:00
900|51814|1967-04-24 03:35:22
902|99969|1977-02-23 19:10:20
903|1629|1980-01-18 08:40:05
904|27977|1987-11-10 13:45:27
904|56291|2008-12-30 21:04:50
904|14383|1968-04-07 04:59:32
905|37084|2000-07-31 09:51:33
906|24031|1979-07-09 04:17:01
906|48240|1987-03-01 15:34:55
907|81269|1975-08-30 05:29:56
908|18174|1962-10-15 09:04:07
299|86375|1963-04-01 11:30:00
910|10163|1966-08-06 13:56:51
913|57616|1963-08-10 00:17:08
915|37378|1992-02-25 04:40:22
917|41961|2003-01-15 00:35:03
917|59083|2004-03-31 05:26:11
917|5701|2002-12-27 06:58:14
918|54218|1961-09-17 04:21:28
919|79696|1987-02-08 06:06:54
919|46464|1990-07-30 00:32:27
920|65252|1988-02-25 23:07:15
921|85127|2006-10-21 20:01:36
922|30355|1986-08-05 23:33:52
923|31080|1998-05-14 09:35:10
924|63462|1980-08-13 02:07:53
924|53336|1968-01-07 08:52:39
926|6163|2000-02-19 22:31:37
838|1292|1979-11-14 02:18:07
927|67482|1962-11-23 10:26:23
928|67480|2007-06-12 02:31:55
931|13627|1995-01-15 20:17:24
932|97796|1963-08-19 23:56:33
933|28587|1960-07-04 19:42:06
935|85799|1984-10-18 09:01:57
935|46493|1996-08-03 05:38:47
935|25379|1987-12-10 04:11:22
936|15079|1998-08-03 14:26:13
936|45504|1971-07-07 04:50:15
939|3287|2002-02-08 01:24:47
939|48396|1993-10-29 17:05:28
939|53606|1972-12-26 06:54:26
940|16703|1986-06-11 23:11:34
940|57962|2003-09-06 08:13:20
854|75394|1978-11-25 10:28:46
943|7292|1991-06-06 22:18:49
945|71176|2006-03-20 15:15:46
945|82024|1990-11-28 00:07:20
948|44328|1988-10-29 17:50:12
949|5011|1997-02-09 12:59:41
949|20319|1962-04-28 16:32:51
950|2082|1997-03-26 04:43:18
950|92284|1965-07-31 06:22:24
951|90323|1992-01-04 22:54:29
952|98330|1968-01-08 19:58:36
954|49442|2007-03-25 03:29:47
954|95811|2001-01-24 02:37:23
955|66438|1996-03-17 20:37:19
956|14188|2003-04-03 14:06:25
956|75304|1977-01-13 17:59:47
956|67971|1997-07-08 14:50:26
957|99390|2006-07-06 02:23:39
957|38318|1991-02-09 08:36:25
957|18655|2004-03-09 13:18:29
959|74720|2004-01-31 10:27:57
961|65543|1999-01-18 06:58:44
962|10438|1982-08-01 15:59:44
964|17798|2000-02-11 18:10:37
965|31523|1984-11-17 17:05:10
400|63760|1980-08-05 07:16:15
965|83962|1961-12-03 04:21:53
965|47145|1976-11-27 17:24:31
966|69691|1986-12-14 10:40:45
967|55789|2000-11-28 00:06:20
967|41789|1988-10-07 04:38:53
967|44835|1979-04-17 05:32:58
969|88756|1982-01-05 05:30:56
970|95675|1984-05-13 14:21:46
970|8103|1997-12-02 20:09:23
971|27974|2002-03-11 20:09:29
972|79062|1986-07-12 05:49:44
972|84095|1986-07-31 02:23:50
972|93019|2006-01-27 10:55:19
973|39059|1988-05-04 20:00:26
973|31480|2002-05-22 12:08:48
292|29556|1971-10-31 11:54:16
975|10832|1999-09-23 04:52:28
975|72828|1975-12-03 15:53:20
977|95163|2005-12-03 00:01:45
977|16875|1988-04-11 04:11:06
978|28085|1961-08-18 20:23:34
978|93853|1986-08-25 00:47:51
978|216|1987-04-21 19:50:13
980|54669|1982-04-11 18:06:14
983|33698|1966-03-27 13:00:12
983|49700|2000-02-17 12:48:48
983|93404|1972-11-10 21:04:59
983|71239|1999-01-13 22:31:46
984|9040|1972-04-06 19:16:55
984|19058|1983-12-20 04:41:14
985|60748|1980-09-04 19:19:45
985|53547|1976-10-24 23:38:20
986|55466|2007-04-22 00:01:18
987|37922|2000-05-16 02:06:54
988|23310|1994-08-08 03:01:10
988|73274|1975-06-16 04:25:46
989|37074|1996-02-08 19:30:38
989|24932|1986-10-08 00:22:11
989|53602|1985-06-10 04:04:24
991|55739|1992-01-11 01:21:10
991|60641|2000-01-31 15:34:34
992|23314|2003-12-30 22:04:57
992|72605|1999-03-04 04:37:17
994|98056|1988-06-10 01:47:40
995|39582|1969-07-13 22:51:33
998|67749|1981-01-29 18:58:59
1000|74593|1994-08-05 14:04:16
1000|14843|1995-10-15 09:15:48
1003|38394|1969-05-04 22:25:02
1003|72816|1971-04-22 21:00:18
1005|64149|2004-12-12 17:06:37
1006|21316|1966-04-22 16:50:07
727|36834|1964-12-17 19:27:09
1006|67082|1976-06-26 14:38:28
1007|29254|1992-07-06 03:41:35
1008|69370|2000-11-21 06:23:55
1008|37553|1980-04-17 05:11:13
1010|71794|1988-11-04 00:00:30
1010|65209|1979-05-04 20:30:47
602|35372|1991-08-24 06:36:40
1011|71992|2007-07-17 04:19:31
1012|82984|1963-07-27 23:10:48
1012|42339|1972-05-11 22:32:08
1012|67299|1965-12-11 00:00:14
1012|18958|1991-08-18 13:04:53
1012|90055|1984-11-30 10:56:43
1013|37381|1974-07-22 23:58:06
1014|72745|1968-10-25 21:41:24
1015|55310|1979-05-13 15:58:12
1015|38468|1990-04-26 18:09:51
1018|92878|1964-04-12 13:04:06
1018|7418|1973-12-02 18:12:31
1019|63847|2007-02-20 20:58:04
1020|53010|1970-11-29 00:31:33
1022|48757|2002-01-16 15:50:30
1024|14068|1997-05-21 14:10:01
1024|64990|1981-04-07 03:00:20
1026|61031|1974-01-23 00:39:04
1027|35028|1992-02-27 23:57:52
1027|11592|1970-07-14 00:56:06
1029|1455|2002-11-19 23:02:01
1029|52374|1962-02-24 06:52:31
1029|78454|1999-08-10 08:46:26
1029|28162|2002-03-15 22:51:38
1030|52308|1975-11-13 08:51:56
1030|45701|1981-06-08 14:28:19
1031|80542|2007-11-13 08:47:42
1032|34255|1973-10-27 12:04:51
1033|49220|1960-09-17 07:48:16
1036|19152|1982-12-14 07:12:51
1037|29466|1970-03-16 05:15:06
1038|67608|1994-09-26 04:04:27
1038|59487|2004-07-19 11:26:02
1038|88964|1980-08-11 13:37:27
1038|23398|1996-05-22 06:10:54
1038|38620|1964-07-06 10:52:43
1042|86932|2001-10-28 10:23:26
1042|97240|1987-12-18 12:11:29
1042|1643|1973-12-05 04:58:46
1042|14972|1965-06-14 17:55:43
1044|8907|2007-01-22 06:38:00
1044|68773|1986-06-11 21:21:46
1044|52214|1999-01-16 20:59:41
1045|49530|1961-11-09 20:17:01
1047|60650|1975-03-03 00:18:22
1048|32520|1986-05-29 12:33:45
1048|90347|1965-09-16 03:54:13
1048|98905|1965-02-04 02:52:09
1048|8987|1963-07-16 01:39:58
1048|62310|1983-05-25 16:42:49
1049|48242|1992-09-04 06:47:39
1049|22611|2006-11-16 19:03:01
1050|17787|2000-10-11 23:27:39
1050|71223|2007-11-09 04:58:27
1050|19769|1966-01-08 21:03:06
866|10061|1997-01-17 13:53:30
1051|28348|1963-03-03 09:05:18
1051|18394|1978-06-16 13:00:19
235|76292|1967-04-23 21:37:54
1051|1572|1970-10-17 17:06:27
1051|75639|1987-09-08 21:51:26
1053|93023|1995-04-26 20:56:04
1053|34487|1989-08-07 19:01:18
1053|15501|2007-01-05 08:17:51
1053|79640|1966-04-20 20:58:18
1056|4930|2007-04-02 18:34:52
1056|12822|1960-09-15 10:34:29
1057|52142|1976-09-18 20:30:58
1059|93803|1970-07-15 04:02:56
1059|19993|1989-12-30 07:35:19
861|40921|1985-04-07 22:39:20
1059|6763|1972-07-19 19:04:58
1060|18479|1977-12-08 02:01:43
1060|8012|1984-06-15 02:18:43
1061|52025|1991-03-28 16:13:29
1061|78187|1980-08-02 09:57:21
1063|77486|1961-03-29 20:18:55
1066|81653|1999-06-28 06:42:36
1066|58388|1997-10-29 14:20:06
1067|12966|1993-09-05 10:33:19
1070|44742|2007-09-06 12:20:28
1070|71628|1968-08-22 22:28:15
985|93046|1977-05-01 00:45:47
1072|82931|1991-01-10 07:04:38
1072|23795|1965-12-12 02:52:20
1072|22726|1985-05-10 07:16:23
1072|6547|1985-09-11 05:25:24
480|46671|2003-06-13 12:15:12
1074|46910|1978-09-30 02:40:06
1074|2602|1985-12-09 18:30:38
1075|66018|1980-12-08 17:07:21
1075|62155|1996-02-24 02:13:36
1076|28136|1971-10-23 17:26:55
1077|49207|1976-06-19 06:18:06
1077|85162|2002-01-05 12:54:59
1077|73002|1975-11-25 13:58:48
1081|51928|1998-11-18 10:59:32
1081|37418|1974-10-30 16:15:49
1082|69396|2001-11-04 13:48:52
1084|88602|1977-09-25 21:08:02
1084|18820|1975-06-25 01:07:52
1084|67733|1991-11-14 00:23:51
1085|18468|2005-02-16 10:30:42
1086|74257|1965-05-11 21:41:14
1087|87018|1993-07-31 01:59:03
1087|1722|1987-04-27 16:38:00
1087|74173|2007-11-09 13:49:28
1089|50173|1974-03-29 23:17:01
1090|4635|1960-06-21 01:48:45
1090|49322|1975-11-25 05:51:49
1093|62827|2003-09-06 14:59:19
1095|56195|1987-02-16 12:21:38
1096|76713|2007-11-26 08:26:07
1097|44236|1986-09-27 03:31:40
1099|40398|1987-12-10 03:34:14
1100|95580|1960-12-13 03:03:56
1101|93457|1961-10-28 02:07:01
1101|15275|1977-07-17 08:30:01
1102|18699|1987-09-28 17:48:41
1102|77408|1963-05-25 17:30:31
1102|57390|1969-09-25 03:23:53
1104|84374|1995-10-08 13:01:05
1105|77276|1968-09-18 03:02:05
1105|58931|1979-10-24 14:08:08
1106|21089|1973-08-02 10:56:17
1108|80510|1996-09-03 10:28:14
1108|43229|1978-01-21 13:12:51
1109|39116|1978-03-06 09:12:33
1110|78731|1972-10-09 09:11:16
1110|25925|1967-09-29 07:47:07
1110|92426|2005-06-12 18:18:18
1112|55539|1984-11-19 20:19:40
1112|37536|1970-11-30 05:26:45
1113|45039|1968-02-10 17:22:16
1113|8601|1998-10-30 12:16:56
1113|66747|1960-03-18 16:19:36
1114|5356|1968-01-28 11:20:18
1114|76104|1973-03-07 04:35:48
1115|57212|1996-01-24 20:26:00
1117|83489|1989-02-26 00:00:52
1119|80130|1993-04-08 19:44:04
917|172|1983-06-17 23:24:58
1120|55551|1968-09-12 06:52:56
1120|87027|1981-12-30 06:50:42
1120|90432|1972-06-29 06:37:53
1122|88442|1978-10-11 17:39:39
1122|23246|1990-06-06 16:12:06
1122|90999|1978-04-18 01:23:57
1124|26631|1990-11-10 19:47:26
1124|44768|1984-10-15 08:13:56
1125|58657|1993-04-29 04:50:35
1125|91988|2007-12-25 19:47:54
1126|5196|1977-09-15 20:57:15
1127|86749|1998-03-24 09:42:37
1128|72607|1984-04-13 18:26:38
589|67381|1970-08-14 11:28:48
668|93640|2008-07-14 10:24:52
1128|93253|1981-09-30 13:30:55
1130|83768|1971-03-24 09:50:25
1130|4421|1985-03-10 10:54:06
1130|87584|1987-10-31 15:32:21
1131|96788|2002-10-03 12:14:17
1131|75118|1985-03-15 17:28:57
1133|38365|2006-03-25 15:32:50
1134|39431|1990-04-03 23:54:27
1135|8278|1977-03-15 06:54:37
1136|12467|1972-12-30 06:22:29
186|69947|2001-08-30 00:45:20
513|53701|1985-08-07 03:52:15
1136|56787|1965-10-25 21:14:20
1136|30583|1975-09-28 23:41:51
1137|96473|1983-09-02 15:03:02
1138|41340|1971-03-28 21:09:24
1139|45204|1999-11-24 05:28:35
1139|7145|1964-08-01 02:54:27
1140|28987|1982-05-03 11:20:52
1141|10779|1971-05-27 01:10:57
1142|28910|1979-05-21 20:50:18
1143|29572|1968-06-06 07:28:05
1145|85680|1993-05-05 12:38:36
1146|31653|1995-04-18 10:53:52
1147|94728|1965-02-14 12:27:32
1150|9944|1984-04-30 11:45:20
1151|19728|1984-10-28 05:26:58
1151|22492|1993-04-21 05:25:19
1154|32214|1977-04-04 15:47:10
1154|92249|1962-09-03 04:44:15
1156|9902|1979-09-27 04:33:15
1157|91324|1992-03-01 23:47:28
1157|71117|1982-11-23 04:00:30
1157|81246|2000-11-07 15:45:53
1157|71209|2001-06-24 11:12:53
1158|55516|2005-12-18 02:48:17
1159|6232|1990-05-11 06:42:33
1159|99283|2000-09-29 04:03:49
1159|51855|2001-06-14 11:30:53
1160|41960|1995-03-22 02:32:26
1161|20484|1968-02-22 04:46:13
1162|68877|1986-01-01 06:11:23
536|45097|1977-09-12 07:42:30
1162|13281|1983-04-22 23:40:39
1162|36300|1997-12-16 18:45:40
1163|80362|1990-06-19 06:27:39
1165|9466|1981-06-23 20:21:35
1165|14686|1983-08-18 00:38:04
1166|11866|1990-05-17 04:13:10
1166|74922|1978-08-09 18:49:47
1166|65660|2004-09-22 14:00:39
1166|64984|1996-05-11 00:01:27
1167|42747|1960-10-23 15:18:34
1167|79779|1992-09-25 16:45:43
1170|13272|1964-05-24 19:08:24
1170|24581|1967-02-19 20:14:34
1173|99780|1994-09-20 05:44:07
1174|75551|2005-05-15 12:30:15
1174|32705|1960-07-16 14:17:54
1175|86027|1982-06-24 13:45:07
1175|860|1983-10-10 04:48:29
1175|63022|1986-12-12 03:42:35
1175|36240|1965-03-09 09:14:06
1177|49546|1979-09-06 11:54:39
1182|23483|1971-03-04 11:09:02
1183|12708|1985-12-27 09:47:12
1183|14836|1995-08-29 15:06:38
1183|62373|1991-04-27 12:20:42
540|87270|2003-07-15 21:00:51
1184|41522|2001-12-04 14:52:10
1186|39394|1970-09-29 02:21:25
1186|34007|1992-01-12 01:17:46
1189|38020|1984-08-18 06:00:51
1189|58535|1968-08-06 09:51:10
1190|22354|1982-11-20 05:46:48
1193|48504|1969-03-06 09:59:26
1194|61027|1977-10-05 04:32:01
1194|59750|2000-05-08 14:28:27
1194|92186|1966-09-09 02:25:19
1195|34541|1969-08-25 23:04:37
1197|30561|1983-06-19 07:30:09
1200|56689|1960-10-17 19:26:35
1200|98697|1968-03-25 15:18:06
1200|42397|2004-11-12 01:25:37
1203|49346|1987-12-26 00:15:17
1203|80757|1987-08-14 09:46:45
1204|79649|1960-01-21 00:03:51
1204|7766|1964-09-23 08:00:06
1205|87447|1971-05-21 21:13:50
1206|78745|1964-11-22 16:02:37
1207|18991|1997-02-16 17:20:15
1208|69996|1990-11-24 02:04:23
1208|40760|1986-03-12 01:51:29
1210|67571|1972-09-13 03:27:11
1211|71068|1987-12-21 13:45:47
1212|55530|1965-02-19 12:20:46
1212|12579|1976-08-15 05:34:06
1213|81388|1989-05-14 04:39:43
181|55183|1978-05-21 05:03:40
1213|89550|2006-08-14 04:10:55
1214|25047|1963-04-06 22:19:11
1214|91149|1973-09-17 12:09:57
1215|68753|1970-05-19 15:34:40
1215|62997|1969-03-12 06:31:07
1215|71385|1995-06-14 18:37:25
1216|42292|1965-07-19 06:01:33
1216|14666|1986-02-13 10:16:49
1216|20408|2007-06-23 10:07:09
1217|76106|2004-01-28 09:32:57
1217|50380|2006-04-28 11:06:09
1220|63692|1990-05-09 00:57:07
1220|11844|1964-07-06 14:30:36
1222|88261|2005-11-14 06:45:45
1222|92498|2008-02-02 10:15:07
1223|74820|2008-10-14 00:13:24
1223|6806|1965-10-31 21:08:09
1223|99635|1970-11-15 22:56:57
1224|59967|1984-08-10 15:46:53
1226|53634|1968-05-13 20:57:20
1227|11959|1970-02-23 08:28:09
1228|63599|1980-02-11 14:12:10
1229|64608|1981-04-06 20:28:19
1229|32327|1967-06-22 18:42:29
1231|39164|1994-03-25 08:19:26
1232|44387|1962-03-11 02:32:22
1234|31889|1975-07-31 20:42:07
1234|66517|1971-01-13 16:05:24
1234|77176|1997-09-12 23:52:07
1235|83549|1993-02-28 22:21:53
371|20110|2003-05-09 08:18:30
1237|12090|1991-05-11 01:12:36
1238|86087|1961-02-06 05:16:27
1238|95847|1984-09-03 16:50:07
1238|2149|2000-02-24 00:38:42
1242|48800|1982-09-17 12:53:34
1242|91968|2002-10-03 01:15:09
1242|37188|1963-05-14 04:38:10
1244|52705|1970-05-07 22:14:21
1247|50050|2000-06-14 21:09:33
1248|94716|1983-02-22 11:25:53
1249|33344|1981-02-15 11:35:09
1249|56222|1979-09-10 02:44:44
1249|93520|1991-09-05 05:41:35
1250|25450|2005-12-06 13:15:49
1251|16826|1975-02-02 03:48:07
1251|80014|1980-12-27 23:27:46
1252|25987|1960-06-04 00:01:25
1252|80162|2008-04-03 14:25:43
1252|7810|1991-06-13 11:44:16
1252|65025|1991-08-07 12:02:29
1037|24636|1973-11-22 13:29:52
1253|45319|2000-03-03 10:55:50
1254|73676|1989-08-07 02:13:57
1257|96508|2003-11-16 23:30:53
1257|29919|1983-07-09 14:30:16
1262|46847|1975-12-25 16:09:56
1263|1069|1981-06-18 17:54:30
312|77392|1963-10-06 16:47:15
1263|19230|1971-03-20 04:34:20
1264|28018|2002-01-07 14:43:46
1264|71273|1963-09-03 19:27:22
1168|18460|2003-04-18 15:20:57
1264|37694|1986-01-10 05:01:13
1265|48053|1994-03-23 04:23:47
1265|23683|1978-04-19 11:10:23
1266|3014|1981-10-07 01:33:48
594|76331|1963-03-23 23:02:25
1267|44301|1963-10-21 17:33:00
1268|11429|2000-01-17 09:49:52
1268|68821|2007-12-01 18:04:49
1268|8060|1970-11-21 11:04:48
1269|77247|2001-01-08 04:03:47
1269|75451|1963-12-11 01:28:55
1270|15567|1970-05-15 18:35:41
1270|57196|1980-12-07 10:56:08
1270|88208|1962-10-21 22:20:30
1272|18354|1961-11-01 12:25:41
1272|3997|1980-10-01 05:48:49
1273|97069|1964-08-11 13:17:55
1274|34803|1993-07-12 12:08:15
443|43292|1975-12-30 06:57:33
1274|79670|1981-02-25 09:07:51
1274|81926|2008-05-25 01:39:29
1275|1874|1968-04-20 02:07:49
1277|92250|1983-11-19 14:53:19
1277|1100|1983-07-15 06:35:18
1278|99852|1979-08-29 19:57:54
1278|69439|1999-09-19 01:24:58
1278|55860|1961-04-03 04:15:13
1280|39400|1960-11-22 14:01:33
1281|35756|1972-01-05 15:19:57
1281|2158|2008-11-26 21:00:14
1281|54825|1986-10-22 08:45:50
1281|20946|1983-08-21 07:44:38
1281|11584|1974-11-16 19:26:40
1281|73497|1961-05-25 07:11:06
1281|71932|1971-11-28 04:08:00
1282|27004|1970-08-27 04:26:16
1283|62535|1962-08-24 18:47:55
1283|55821|1997-09-04 23:24:55
1285|90557|1981-06-25 22:28:26
1285|48582|1966-12-11 20:56:12
1286|59652|1964-09-27 01:28:48
1288|25493|2002-02-10 15:59:37
1288|11129|1965-07-17 13:21:03
1288|48088|1979-12-29 03:34:44
1289|98727|1960-12-29 00:42:25
1290|75796|1978-01-14 11:00:18
1291|37208|1977-09-03 18:07:59
1292|8663|2007-08-21 06:50:09
1293|17932|1993-02-25 09:17:09
1295|86071|2003-03-20 09:19:18
1295|35373|1965-07-15 22:44:56
1295|96160|1983-05-27 09:42:48
1296|93752|1964-07-23 21:16:11
1296|48792|1968-01-19 19:39:49
1296|58934|1986-05-05 21:26:56
1297|73885|2001-02-02 02:26:13
1298|82532|1966-09-12 01:04:33
1299|53810|1991-01-20 20:25:25
1300|84645|1984-05-06 16:58:05
1301|15702|2002-06-03 21:41:20
1303|35091|1971-07-07 22:53:10
1303|44803|1971-10-26 05:27:35
620|16756|2002-10-13 01:11:43
1304|96687|1997-10-16 05:33:27
1304|4283|2004-08-19 23:35:36
250|89003|1991-10-26 02:32:08
1306|40657|1998-12-31 01:39:33
1307|27648|1976-09-10 20:42:33
1308|65726|1973-04-24 12:01:21
1312|20272|1965-03-22 03:47:32
1312|64055|1971-06-03 10:06:28
553|3132|1974-05-27 04:57:43
1312|16704|1966-12-30 17:18:33
1316|93416|1987-06-04 02:58:17
1317|79822|1986-12-03 14:13:25
1318|50046|1998-02-18 22:22:56
1319|94921|1980-02-28 18:07:23
1320|7106|1991-06-08 23:31:00
1320|5944|1982-06-09 02:23:26
1321|2018|1990-11-10 20:16:08
1321|31313|1976-05-16 22:45:38
1322|89770|2001-12-05 01:44:45
1322|10382|1976-08-05 16:46:49
1322|81875|1986-07-20 07:31:20
1322|53971|1978-07-26 00:52:01
1323|20945|1995-10-11 18:54:19
1323|68623|1998-03-11 04:57:01
1325|6331|2006-01-27 18:54:33
398|9907|1978-12-15 10:42:04
1327|55441|1994-11-13 17:46:20
1331|54444|1976-07-07 11:45:51
