Person|University|classYear
1616|10|1963
1620|62|1992
1620|13|1969
1622|35|1972
1029|31|1984
1622|31|1970
1623|29|1984
506|62|1981
1624|55|1999
1624|18|1964
1626|6|1964
1626|8|1987
1626|15|1972
1626|21|1980
1626|47|1961
1627|56|2003
1252|36|1973
1627|34|1989
1628|4|1988
1628|13|1987
1629|37|1990
433|4|1970
1630|53|1983
264|26|1965
1631|27|1960
1632|35|1963
1632|53|1964
1633|39|2000
1633|40|1963
1633|13|1989
1634|10|1993
465|12|1961
1634|27|1969
1634|59|1996
886|36|1993
1635|0|1973
1636|57|1974
1239|40|1977
1636|22|1969
1637|57|1961
1638|49|2002
880|22|1965
1639|8|1978
1639|53|1979
1641|28|1969
1641|22|1984
1642|62|1969
1643|24|1966
1643|53|1991
1644|40|1973
1647|37|1972
1647|8|1972
1647|11|1969
1647|6|1961
1648|52|1977
1649|60|1987
1649|25|1986
1650|16|1965
1651|43|1998
1651|3|1998
1652|62|1983
1653|62|1992
1653|33|1991
1653|59|1985
1655|18|2001
1655|38|1973
1655|46|2001
1656|9|2001
1656|25|1973
747|10|1979
1657|45|1963
1658|33|1964
1659|61|1986
1659|56|1966
1387|36|1973
1659|14|1983
1660|20|1987
1661|57|1962
672|18|1968
1661|5|2007
1661|29|2002
1005|21|2007
1662|20|2005
1663|15|1983
1663|18|1975
1664|35|2002
1664|57|1980
1665|62|1966
1666|27|1977
1666|30|1961
1670|28|1994
1670|2|1991
299|15|1967
1673|21|1980
1673|30|1989
1674|30|2004
1675|20|1963
1675|49|1995
1676|62|1994
1676|52|1981
1677|56|1964
1678|35|1986
1678|25|1962
1679|7|2004
1680|22|1987
1681|10|2005
1681|53|1981
1682|56|1960
1683|12|1970
1684|60|2000
1685|5|1976
1688|62|1991
1688|0|1997
1689|52|1968
1691|21|1972
1691|53|1962
1692|48|1989
1693|58|1996
1693|51|1993
1693|17|1989
1693|29|1974
1694|50|2000
1694|54|1976
1695|37|1986
957|33|1992
1695|41|1997
1696|31|2007
1696|55|1989
1697|54|1982
1698|25|2006
1698|41|1970
1701|61|1973
1701|2|1967
1701|30|1990
1701|43|1969
1702|3|1996
1702|57|1997
1702|62|2000
1710|25|1969
1006|10|1974
1712|37|1995
1712|3|1994
1713|8|1981
1715|40|1983
1715|49|1961
1716|12|2006
1140|48|1963
1716|55|1988
1717|31|1983
1717|36|1966
1717|61|1989
1720|7|1976
1720|38|1970
1720|46|1999
1463|23|1969
1721|8|1994
1722|4|1996
1722|62|2005
1722|28|1997
1722|13|1986
944|19|2001
1723|51|1965
1724|54|1978
1724|30|1965
1724|9|1989
1724|8|1989
1724|59|1975
1727|55|1999
1728|19|2003
1729|16|1993
1729|20|1972
1730|22|1964
1732|38|1973
1735|30|1969
1735|29|2006
1736|36|1999
1737|5|1983
1738|16|1997
1738|1|1971
1739|1|1960
1741|59|1975
1744|0|1996
1746|25|1977
1746|42|2001
1746|51|2005
1747|35|1993
1747|22|1965
1749|26|1997
1749|24|1972
1752|32|1997
1755|0|1982
1757|57|1974
1758|28|2007
1759|11|1966
1759|2|1986
1762|42|1993
1762|34|1960
1767|30|1988
1767|26|2003
1767|0|1972
1770|57|1972
1770|20|1963
1771|14|1966
1772|62|1992
1772|43|1996
1772|9|1961
1772|39|1996
1773|23|1989
1774|34|2002
1774|49|2007
1775|28|1994
1775|51|1975
1775|7|1972
1776|25|1973
1777|26|1999
1512|31|2005
1777|1|2001
1778|50|1972
1779|28|1996
1779|3|1965
1779|9|1977
1779|45|2004
1779|19|1972
1779|40|1988
1780|12|1980
1781|54|1973
1781|48|1979
1783|34|2006
1783|56|1969
1784|36|1964
1784|21|1989
1785|46|1980
1786|2|1982
1786|33|2000
1786|14|1983
1788|17|1985
1788|49|2007
1789|24|1966
1789|54|1999
1791|22|1995
1792|52|2006
1792|8|1976
1793|33|1993
1793|12|1998
1593|20|1987
1794|24|1978
1794|39|2001
1779|37|1988
1797|60|2002
1798|38|1960
1799|47|2004
1801|32|1979
1802|61|1972
1802|57|1992
1803|56|1997
1803|32|1967
1803|59|2006
1803|40|1976
1803|37|1961
1804|57|1971
1805|52|1978
1806|19|1985
1401|19|1968
1807|43|1965
1810|8|1982
1811|44|2000
1811|61|1964
1811|57|1982
1812|60|1997
1813|45|1975
1814|8|1985
1814|59|1962
1816|58|1986
1816|57|1966
1816|34|1990
1816|30|1974
1817|44|1964
1817|59|1985
1817|3|1998
1817|31|1970
1817|5|1998
1820|42|1969
1821|58|1964
1075|40|1967
1822|0|1984
1823|53|1981
1823|31|1996
1823|21|1991
1824|32|1989
1825|16|2007
1825|35|1960
1826|40|2000
1827|2|1995
1828|16|2001
1829|59|1997
1830|3|1971
1830|7|1963
1831|29|1966
1831|4|1962
1832|32|2004
1835|59|1965
456|48|1961
1835|39|1984
1835|30|1981
1836|20|1972
1761|2|1979
1837|54|1990
451|47|2005
1837|61|1979
1837|4|1984
1838|31|1983
1839|36|1965
1842|48|1975
1847|20|1960
1849|18|2000
1850|30|1998
1851|29|1974
1854|59|1969
1854|38|2007
1855|4|1982
1857|10|1978
1858|48|1982
1509|10|2005
1858|2|1993
1860|52|1985
1861|9|2006
1861|50|2001
1861|20|1993
1861|60|2006
1862|9|2005
1862|49|1999
1865|16|1969
1865|61|1995
1865|62|1969
1865|40|1972
1866|51|2000
1866|36|1992
1868|30|1991
1869|4|2003
1740|22|1984
1870|8|1990
1870|50|1961
673|47|1983
1872|44|1968
1875|25|2005
1876|61|1968
1879|44|1976
1879|55|1997
1879|36|1997
1880|33|2007
1880|11|2006
1881|43|1968
1319|42|1960
1454|3|2003
1881|48|1994
1881|14|1964
1881|51|1986
1884|50|1979
1885|28|2003
1885|55|1978
1886|60|1978
1887|9|1990
1888|0|1985
1890|10|1981
1668|46|1966
1890|47|1961
1891|17|1969
1891|22|1986
1893|21|1986
1893|33|1967
1893|49|1960
1894|16|1962
1043|31|1960
1894|7|2004
1894|5|1987
1895|42|1982
1895|29|1997
1895|7|1978
1895|51|1962
1899|29|2001
1899|50|1991
1899|35|1964
1899|21|1968
1900|40|1974
1900|27|1982
1901|53|1964
1901|39|1975
1902|19|1992
1725|51|1964
1902|8|2003
1903|58|1990
1904|38|1967
1904|22|1964
1904|45|1985
1906|23|1985
1908|2|2002
1909|11|1971
1705|48|1962
1899|62|2007
1911|61|1979
1643|17|1984
1911|45|2007
1091|21|1985
1911|51|1984
1913|19|2007
1914|36|1993
1914|16|1990
1915|56|1972
1916|21|1994
1917|50|1996
1917|41|1973
1918|1|1986
1920|57|1988
1921|10|1983
1923|41|1998
1923|50|1978
1926|17|2004
1927|18|1986
1927|39|1995
1928|61|2002
1928|60|2002
1929|42|1987
1929|7|2006
1929|45|1961
1930|17|1990
1930|40|1972
1931|29|1977
422|60|1990
1932|5|1991
1933|9|2002
1934|32|1968
1935|34|1982
1935|43|1977
1935|58|2003
1935|18|1962
1936|47|1964
1937|37|1969
1937|26|2004
1937|46|1996
1937|39|1966
1938|30|1970
1939|22|1973
1940|54|1972
1940|15|1997
1940|50|1982
1941|23|1978
761|1|1995
1943|52|2005
1943|21|2003
1943|53|1989
1944|43|1998
1945|17|1991
1945|11|2006
1945|27|1978
1946|32|1972
1946|56|1965
1947|23|1973
1947|62|1976
1947|20|1996
1948|39|1966
1948|38|1981
1948|2|1979
1949|18|1965
1951|11|1977
70|19|1981
1953|42|1977
1954|36|1989
1954|24|1995
1955|17|1975
1956|52|1961
1957|4|2007
1958|16|1991
1958|27|1987
1959|24|1962
1960|2|2006
1960|57|1968
1961|21|1970
1962|25|1968
1963|35|1972
1964|39|1965
1964|31|1963
1964|13|1963
1965|47|1979
1094|11|1986
1965|15|1989
1966|60|1969
1969|49|1967
1869|37|1972
1969|3|1991
1969|59|1982
1971|57|1973
1972|40|1986
1972|15|1973
1972|11|1976
1972|28|1989
1975|52|1992
1976|18|1989
1978|40|1974
1979|14|1976
1979|59|1962
1980|27|1999
1981|43|2001
1982|9|1998
1983|38|2006
1983|10|1966
1984|2|1999
1987|27|1986
1987|62|1986
1989|40|1962
1990|30|1989
1990|29|1996
593|4|1974
686|37|1984
1991|21|1977
1991|57|1998
1991|1|1964
1991|44|1979
795|3|2000
1992|45|1974
1335|42|2000
1992|13|1986
1993|24|2004
1994|9|1963
1994|30|1960
1995|6|1960
1995|30|1996
1997|56|1990
1997|36|1989
1997|23|1987
2002|20|1967
2002|56|1980
209|5|1962
1393|39|2000
2003|30|1997
2003|5|1974
2005|6|1979
2006|26|1989
2008|37|1966
1102|45|1994
2010|31|1961
2010|3|1981
2012|41|1963
2012|39|1972
2012|22|1999
914|46|2005
2013|20|1997
2015|4|1978
2015|18|1979
2017|48|1988
2020|14|1996
2020|24|1975
2022|12|1986
2022|26|1978
2023|49|1997
2025|29|1969
2026|44|1971
2026|52|1961
2027|8|1974
2028|24|2000
573|32|1987
2029|39|1983
2032|36|1961
2032|48|1971
2032|49|1963
2033|8|2005
919|8|1964
2034|21|1979
2034|22|2000
951|60|1982
2037|21|1986
2038|39|1990
2038|55|1962
2039|22|1991
2040|4|1966
2040|56|2007
2045|13|1986
2045|32|1981
2046|22|2005
2047|37|1979
1428|44|1987
2047|11|1966
2047|48|1999
2047|47|1979
1607|56|1969
2048|24|1993
2049|48|1992
2049|25|1965
2049|1|1966
2050|30|1977
2051|8|1988
2052|26|1965
1489|21|1994
2053|43|1961
1190|18|1988
2055|47|1989
2057|22|1965
2057|46|1996
2058|16|1962
2058|25|1984
2060|15|1966
2061|12|2007
2061|4|1990
2061|45|2003
2062|21|1978
2062|60|1965
1189|34|2000
2063|32|1967
1130|11|1988
1215|48|1979
1709|19|1999
2065|12|1991
127|8|1980
2066|27|1991
2066|2|2004
2067|3|2006
2067|19|2005
2068|9|1999
242|35|1973
2068|5|1982
1244|43|1962
2068|38|2006
2069|44|1989
678|36|1995
2070|15|1989
2070|53|2000
2071|22|2001
2074|8|1969
2076|5|1995
2078|6|1965
2080|17|1970
2083|0|1977
2083|57|2004
2085|51|1977
2085|10|1986
1059|24|1980
2085|35|1962
2087|34|1973
1941|32|1995
2087|19|1996
2088|26|1999
2088|7|1991
2088|51|2000
2089|35|1996
83|9|1978
2090|58|1974
2090|22|2001
1195|40|1999
2091|20|1974
2092|11|1995
2093|61|1989
2094|2|1987
2094|37|1972
2097|46|1994
2097|18|1984
2097|39|1988
2098|54|2003
2098|39|1976
2098|31|1981
1118|52|1995
1773|34|1960
2102|3|1966
2102|2|2005
2102|61|1989
2103|47|1976
2106|48|2007
2107|59|1964
2107|57|1998
780|40|2007
2108|4|1963
2110|17|1992
2111|57|1967
2111|44|1999
1097|18|1985
2111|60|2007
2111|61|1983
2111|7|1994
2112|13|1994
2113|19|2005
2114|45|1965
2115|52|1982
750|52|1964
2116|49|2003
2116|3|1990
2117|40|1999
2117|0|2000
2117|36|1965
2119|55|1961
2119|2|2007
2119|42|2005
2120|45|1964
2121|41|1963
2121|32|1963
2123|33|1974
2123|22|2006
2123|43|2003
906|28|2002
2124|9|1965
99|36|1996
2125|28|1965
99|11|1960
2125|32|1963
2126|17|1969
2126|53|1972
2127|0|1992
2130|56|1973
2132|42|1975
2132|2|1968
2133|45|1983
2133|13|1967
2133|39|1980
2134|14|1998
2136|25|1977
2137|10|2003
2138|10|1968
2138|22|1974
2140|21|1984
2141|50|2005
2142|5|1986
2142|6|1997
964|21|1992
2143|54|1976
2145|26|1996
2145|44|2003
2146|28|2003
2147|29|1998
2149|8|1990
2151|10|1979
2151|54|1961
2151|51|1982
2152|43|1965
2153|15|1969
2154|16|1972
2154|6|1989
2157|9|2006
2158|0|1974
364|46|1994
2159|31|1987
2160|33|1993
2161|22|1967
2161|7|1988
972|56|1984
2163|33|1961
2163|3|2006
2165|9|1979
682|22|1965
2167|6|1990
2168|10|2003
2168|15|1993
2169|0|1985
2169|48|1972
2170|13|1984
2171|12|1999
2171|54|1975
2171|21|1963
2171|49|1965
2172|19|1980
2172|34|2002
2173|57|1971
2173|4|1990
2178|58|1980
2179|25|1988
2181|34|1975
2181|17|1968
1751|17|1961
2183|3|1974
2186|43|1979
1581|1|1975
2188|10|1972
2189|49|1984
2191|14|1962
2191|3|1966
2192|3|1974
715|11|2005
2140|30|2004
2192|5|1989
2194|40|1971
2195|12|1966
2195|8|1975
2197|57|1961
2197|36|1967
2197|25|2005
2198|38|1972
2198|11|1984
2200|45|1960
2201|21|1982
2202|61|1991
515|58|1995
2202|51|1969
2203|55|1997
2203|22|1980
2204|58|2007
2205|13|1960
2206|58|1982
2206|0|1987
2207|36|2006
2205|46|2003
2208|13|1995
2209|49|1979
2209|40|1966
2209|31|1990
1895|54|1970
2211|29|1970
639|10|1999
2211|17|1989
2213|46|1998
2213|40|1995
2214|46|1999
2216|30|1994
1879|26|1986
2217|2|2000
2218|9|1982
27|12|1978
2221|33|1992
146|19|1998
2221|48|1993
1532|19|1988
2221|50|1993
2221|13|1995
327|24|2003
2223|31|2000
2225|35|1986
2225|13|1970
2227|48|2005
2229|55|1961
2230|44|1967
2231|24|1980
2235|23|1989
2235|47|1997
2236|56|1982
2237|9|1988
2237|10|1989
2238|17|1981
2240|25|2001
2241|51|1970
2241|55|1998
2241|59|1963
2241|29|1979
2241|7|2006
2242|58|1985
2242|10|1993
2242|62|1997
2243|6|1991
1302|30|1964
2244|9|1990
2246|44|1961
2247|55|2002
2247|51|1975
2248|4|2007
2248|57|1991
2248|55|1996
2248|53|1985
50|60|1965
2250|62|2001
2250|0|1989
2250|59|1981
2250|34|1999
2251|30|1983
2253|23|1962
2253|8|1997
2254|61|2004
2254|32|1993
2255|20|1967
2260|39|1971
1984|3|1993
2260|26|1971
2261|15|1977
2262|36|1982
2262|52|1981
2263|22|1964
2264|42|1966
2264|22|1991
2265|7|1993
2265|5|1981
2266|34|1974
2266|10|1989
2267|36|1978
2268|49|1981
2270|25|1973
2271|10|1985
2271|60|1997
2272|49|1996
2273|57|1992
2275|44|1979
2276|46|1991
2276|14|1962
2277|47|1999
2278|28|2001
2279|37|1997
2279|26|1985
2279|61|1973
2280|3|1983
2280|54|1976
2280|60|1965
2282|41|1966
2283|58|2005
1210|61|2001
2284|62|1986
2284|41|1976
2284|43|1963
2285|40|1988
2285|7|2005
2287|53|1991
383|24|1965
2287|46|1990
2288|35|1972
2289|47|1963
2291|12|1974
2292|51|2002
2292|37|1984
2293|10|1972
2293|25|2000
2294|33|1968
158|48|1963
2294|40|1988
2294|9|1994
2297|34|1969
2297|43|1983
2298|25|2004
2299|51|1967
2299|25|1965
2204|38|1969
2300|21|1960
2300|17|1976
2300|14|1964
2300|2|1985
2301|61|1966
2301|47|1981
2302|23|1986
1028|22|1983
2304|3|1988
2306|32|2005
2306|14|2001
2307|45|1988
75|12|1991
2307|58|1974
2307|56|1968
2310|9|1960
1385|10|1961
2310|61|2005
2311|56|2005
2311|26|1990
2312|46|2000
2314|32|1987
2316|43|1990
2316|57|1979
2318|31|1977
2319|38|1981
2321|16|1975
981|10|1983
1547|44|1961
2322|38|1977
2322|58|1968
2323|4|1960
2325|28|1980
1520|45|1962
2328|13|1997
2328|27|1973
2201|47|1964
2331|0|1971
2331|26|1982
2331|30|1990
1346|56|1990
2331|37|2005
2333|2|1973
2334|11|1979
2334|35|1980
2337|39|1989
317|24|1992
2337|15|2007
2340|2|1975
2340|10|1977
2340|34|1971
779|26|1973
1117|45|1993
1645|14|1982
2341|1|1972
2343|9|1999
2344|57|1963
2344|29|1988
2345|9|1984
2345|15|1970
2346|8|1977
2347|32|1991
2348|31|1965
2349|1|1986
2351|23|1975
2353|7|1967
2204|15|1985
2353|11|1998
2354|57|1982
2355|20|1987
246|8|1999
2355|7|2000
2355|45|1968
2356|30|1978
2021|46|1990
2356|42|1983
2191|59|1961
2357|31|1999
2358|35|2006
2358|17|1999
2359|55|1974
2360|6|1984
61|19|1968
2361|6|1991
2365|0|1975
2365|41|1972
2367|2|1989
854|55|1977
2367|54|1962
2367|12|2002
2368|60|1968
1657|60|1970
2369|37|1979
2370|4|2003
2370|16|1999
2370|46|1968
2372|17|2002
2373|16|1991
2373|21|1970
2375|20|1976
2376|49|1967
2377|26|1997
2378|53|1987
2379|58|1981
2380|12|1968
1618|11|2002
2380|6|1976
2382|1|2003
2384|19|1998
2384|8|1993
2387|59|2007
2387|37|1999
6243|22|2004
6245|45|1971
8452|22|2007
8880|33|1969
1186|23|1990
6246|21|1989
165|52|1983
6251|21|1997
8425|29|1987
6255|37|1989
578|10|1978
2211|62|2003
5601|12|1977
6256|12|1980
2735|59|1997
6258|17|1965
6262|15|1992
6262|61|1988
6262|38|1990
6264|3|1996
6784|43|2003
5403|19|1983
6169|46|1963
3059|49|1970
6269|5|1963
6269|30|2003
6998|36|1975
1856|14|2000
6278|28|2003
6280|46|1992
7374|51|1988
6027|51|1991
6281|51|1986
6282|28|1992
6282|38|2000
3922|39|1967
6286|4|1972
6287|35|1994
6287|2|1996
6288|57|1973
6291|0|1979
2329|44|2006
6292|49|1989
6292|14|1964
6292|17|1986
1260|14|2003
6294|49|1996
6066|53|1971
147|8|2003
4936|26|1970
6296|34|1968
1478|48|1978
6308|57|1965
5626|21|1990
6309|43|1982
6310|59|1988
6270|1|1995
6874|7|1961
6317|61|1993
4990|57|1964
6313|5|1979
6697|23|1967
8336|15|1998
5605|31|1995
7074|44|2007
5442|58|2005
6318|41|1978
6322|27|1983
1534|5|1992
1614|4|2002
6322|44|1966
6032|31|1981
6323|41|2006
6325|38|1974
9934|19|2002
6325|44|1964
6327|10|1972
2749|52|1968
8516|45|2001
6332|18|1976
6334|26|1974
2180|25|1964
6336|41|1995
1286|47|1981
4376|25|1968
6340|27|1995
6342|22|1998
6342|35|1987
8736|22|1975
1236|11|2004
5796|6|1998
6344|62|1971
6345|2|1971
2983|6|2005
1034|40|1960
6349|50|1978
6353|7|2001
3533|32|1981
6354|3|2004
8249|26|2004
6355|36|1987
944|31|1998
2375|4|1998
9831|57|1968
6359|6|2005
8308|17|2005
4011|9|1995
9600|27|1968
6361|15|1985
546|10|1985
6362|16|1961
6362|55|1984
6368|30|1982
341|33|1961
6369|15|1961
489|11|1987
6193|4|1983
1846|16|1996
4340|42|1983
2866|0|2007
6372|54|2001
6372|22|2006
7219|15|1995
6374|29|2005
8505|61|1976
3080|11|1985
6377|40|1993
6381|48|1976
6383|47|1969
1604|54|1967
1945|43|1995
6385|42|1984
6385|16|2005
6389|37|2006
6389|46|1978
6317|33|1996
3676|18|2000
228|8|2000
6391|30|1966
6743|32|1996
6391|34|1984
821|22|2002
8324|49|1969
6392|35|1992
7898|45|1990
8323|3|1989
2405|60|1981
6261|14|1978
4589|4|1967
1053|40|1972
2581|27|1987
5123|61|1996
6396|5|1986
6404|38|1999
6376|51|1996
6407|8|1985
6411|27|1962
7645|8|1969
6421|28|1989
6422|62|1962
5387|39|1985
6422|40|1990
7968|27|2006
6422|25|1962
6423|27|1993
6423|29|1973
6425|6|1973
6425|28|1990
6425|36|1969
6426|10|2002
6426|6|1984
384|24|1961
5484|53|2004
4894|53|2007
6431|10|1986
2238|24|1971
6431|46|1960
722|48|1999
6098|25|1984
6431|41|1973
1458|34|1993
5886|57|1999
6435|42|1976
9125|30|1963
201|56|1973
6435|22|1975
6301|33|2005
7577|16|1960
2340|21|1964
6435|28|1969
6436|25|1971
7117|11|1994
7485|58|1983
9206|45|1973
2518|0|1999
9652|9|2005
6442|35|1973
5985|27|1983
6449|7|1962
6887|57|1965
2483|26|2005
6315|15|1980
5051|57|1982
7622|55|1979
827|24|1961
6449|62|1995
1665|18|1994
6453|17|1999
6454|7|1972
6460|47|2003
9391|19|2003
6461|25|1991
8288|12|1963
281|58|1996
1197|27|2001
2686|13|1996
6465|56|2007
6466|5|1963
6467|49|1984
6469|41|2003
6469|59|1988
9948|7|1996
4338|21|1960
6459|34|1996
6470|3|1984
6472|54|1978
8014|43|1992
4442|20|1997
8924|23|1996
6274|55|1970
8096|30|1994
8950|56|1971
8414|12|1981
6479|58|1977
2850|15|1995
6481|42|1969
6482|9|2005
6482|41|1985
6484|53|1960
5331|36|1972
6484|4|2006
6488|54|1994
6489|51|1971
6492|21|2007
1400|44|1966
8491|33|1960
6493|55|1990
6493|1|1983
9420|35|1962
4564|58|1960
6494|28|1982
6149|24|1971
2854|43|1961
6499|36|1965
813|24|1997
9526|59|1981
6502|44|1996
7687|38|2006
3350|2|1977
6503|61|1971
6503|34|1996
4520|43|1972
9217|42|1965
6512|1|1975
1905|24|1984
5983|35|1989
6513|25|2006
9669|6|1982
1322|1|1988
2747|14|1985
6517|3|1994
9601|29|1995
6519|13|2004
9156|6|1997
6522|61|1986
6252|46|1982
6530|7|1988
6190|16|1988
3044|35|1965
6532|34|1976
9500|42|1973
6535|45|1976
2935|41|1997
6537|0|2000
7100|22|1964
406|33|1968
6540|13|1960
6542|62|1986
7167|12|1974
5961|21|1992
6546|30|1990
2229|12|1963
6529|61|1968
6549|51|2001
3242|56|1998
6551|53|2004
6404|47|2006
6551|6|1997
6552|62|1971
746|45|1998
9750|55|1991
6552|40|1963
76|36|1981
2392|27|1981
6555|62|1993
5520|0|1987
6556|28|1966
6562|3|1997
6566|12|1964
6567|57|1972
7699|10|2004
2361|36|1989
6568|6|1980
3569|18|1986
2729|0|2006
2873|60|2003
2626|62|1960
3453|19|1982
9091|26|1990
381|8|1982
6574|3|1968
8302|26|1962
7707|62|1980
6584|7|1974
5458|56|1980
6586|26|1993
6589|20|1998
6596|56|1985
4443|25|1988
6597|23|1986
4079|61|1988
893|12|1999
6598|27|1966
4956|33|1982
6599|43|1994
2771|43|2006
6600|8|1983
6600|10|1988
7303|54|1994
8732|5|2000
5107|16|1995
6602|13|1983
6602|60|1982
2295|10|1972
5331|3|1961
31|10|1971
535|38|2007
6127|52|1962
8247|31|1979
6614|54|1997
6609|19|1982
9905|55|1976
3168|61|1987
6613|40|1970
6613|2|1992
6614|60|1999
4536|22|1964
6332|30|2005
6614|17|1982
6614|28|2000
6620|45|1987
6306|52|1977
6621|28|1969
9898|44|1977
5256|28|1970
6338|42|1970
3108|27|1964
5824|41|1982
7057|8|1987
2856|54|2005
6624|51|2005
6624|0|1992
8792|35|1979
2311|18|1998
3034|27|2002
6625|29|1967
6249|61|1981
9846|37|1964
6626|0|1999
526|59|1987
6627|47|1986
7918|58|2006
2012|5|1965
6355|11|1975
6932|51|1975
8525|18|1990
3069|36|1964
6629|19|1993
6630|5|1995
8171|22|1966
6630|27|1984
6630|19|1991
6631|49|1965
3819|17|1981
2832|15|1975
6633|10|2000
1797|46|1974
6639|16|2004
9903|52|1976
3389|10|1991
7361|18|2006
6642|12|1964
6643|49|1996
1185|27|1967
3437|29|1989
6644|9|1960
6487|16|1975
6647|3|1960
8336|50|2004
8663|5|1970
6650|58|1991
6651|26|2001
3804|62|1988
32|12|1969
1451|39|1996
6654|25|1997
8822|50|1960
6662|29|1982
5806|4|1961
3856|25|2002
2930|39|1971
6665|6|1988
6667|1|1969
135|8|1998
1387|33|1991
6830|16|1973
8386|30|1992
331|28|1999
2821|16|1976
6668|15|2006
6565|60|1968
9215|35|1986
8587|1|1976
3700|16|1979
6672|61|2007
2460|58|1978
6674|50|1971
7371|40|1978
9412|38|1991
2288|58|1960
6675|44|1976
4874|9|1977
5456|6|1989
6675|45|1981
1586|17|2006
4974|33|1991
6678|32|1982
6684|47|1997
1885|5|1990
6263|42|2007
5407|37|1968
6467|44|1974
6685|13|1991
6415|46|1963
6598|37|1983
857|35|2006
8826|50|1990
1736|58|1982
3449|29|1995
266|26|1987
9517|18|1997
6688|17|1973
6689|22|1986
8068|44|1982
7931|25|1965
9101|57|2006
183|60|1993
3964|49|1990
6691|49|1986
7488|19|1974
6691|58|1972
8713|36|1971
6692|23|1969
6693|2|2005
3269|54|2002
6696|51|1981
3155|1|1969
6699|34|1987
6699|57|1977
6700|58|1989
6701|21|1975
6567|55|2000
6703|14|1987
9251|47|2003
2575|5|1965
6703|42|1986
6703|15|2006
8146|20|1968
662|4|1989
5881|52|2001
6705|17|1979
6705|54|1962
1180|24|1963
9292|31|2003
6706|45|1995
1406|21|1974
6707|43|2001
6708|37|2007
7665|21|1985
6712|43|1968
5319|38|1987
8990|5|1980
6719|31|1997
4372|35|1991
3425|58|1988
939|9|1971
6721|34|1984
7143|6|1992
14|62|1999
9490|37|1974
2537|8|1991
2360|1|1982
8220|10|1982
6728|47|2005
6730|20|1993
6731|52|1975
6732|57|1977
6736|17|1988
6739|62|1967
6087|37|1966
3574|44|1995
6739|51|1990
6741|62|1981
9000|49|1966
8871|12|1984
6743|38|1998
6327|30|1995
6994|14|1989
1113|31|1976
8118|59|1975
6743|29|1986
7441|32|1980
6744|17|1985
5647|46|1969
6744|48|1996
4273|59|1964
6690|23|1982
3044|33|1984
6748|13|1960
6751|47|1980
2617|14|2005
1162|57|1968
6754|16|1988
6755|30|2007
6761|58|1992
7891|38|1964
3877|60|1977
6762|33|1996
5045|58|1993
6762|27|1968
7877|54|1995
6763|0|1994
5492|46|1962
7804|5|1985
4341|40|1993
362|11|1989
6772|47|1985
6481|41|1990
6789|7|2004
5444|43|1986
9399|50|1991
6772|26|1970
6772|25|2000
7322|33|1963
6772|15|2002
6773|22|1982
6775|43|1983
9905|3|2005
6213|50|2002
3859|13|1971
8938|55|1985
102|5|1992
6316|50|2003
2868|33|1978
8959|11|1990
2605|7|1999
6519|20|1979
169|5|1967
8257|13|2006
4438|42|1982
2066|26|1978
6605|25|2005
5675|56|1961
6783|21|1976
6347|41|2000
687|62|1960
3911|40|1979
2096|32|1989
6790|39|1984
1715|39|1983
9689|49|1976
9099|4|1993
6792|47|1978
6793|60|1979
6793|38|2001
6794|31|2001
3545|6|1965
1368|2|1989
2874|30|1984
6796|19|1988
4277|12|1997
6798|8|1989
9103|32|1997
6801|7|1972
1940|0|2002
6355|52|1964
7095|29|1968
6805|18|1985
5336|31|1979
6806|18|1972
7397|43|2002
8965|37|1980
9067|52|1970
6807|57|1963
9380|29|1981
5792|29|1962
6808|9|1967
5773|19|1989
6809|34|2001
1888|59|2004
9021|43|1993
8038|41|1974
6809|53|1988
6797|46|2004
6007|44|1980
292|12|1979
6809|22|2006
6328|37|1975
6809|5|1986
6810|13|2006
6811|37|1981
6815|55|2001
6816|8|1971
6819|36|1999
7509|43|1991
8017|31|1969
4820|9|1970
2550|15|1971
6819|22|1985
8806|53|2004
6349|42|1995
6821|33|1974
6822|60|1996
2371|27|1970
6290|5|1992
6824|31|2001
637|45|2007
8981|33|2003
7661|29|1968
6824|25|1999
6828|21|1997
8620|61|1975
8247|10|1968
1910|12|1980
7143|24|1969
6830|54|1978
417|0|1989
6830|9|2007
5687|47|1977
6836|43|1969
8411|16|1990
6567|21|1960
3232|12|1981
5090|62|1986
6838|54|1985
8373|58|1962
4634|29|1989
6838|62|2006
8325|42|1993
1470|12|1981
5478|44|1965
6845|50|2006
6845|54|1988
5913|28|1966
5053|2|1984
4329|31|2001
8988|37|1992
6849|10|1962
4596|4|1997
6850|10|1965
3918|38|1982
213|5|1972
3375|57|1981
3121|52|1970
6853|58|1986
6853|9|1997
2800|15|1972
